Tot_revenue_Biomass;Tot_revenue_WindOffshore;Tot_revenue_WindOnshore;Tot_revenue_Solar;Tot_revenue_H2turbine;Tot_revenue_Edemand
2.4322619149954687e-9;1.89533080436989e-9;1037.9826885377158;444.0393426133102;406.3463541096066;0.0
