CAP_Biomass;CAP_WindOffshore;CAP_WindOnshore;CAP_Solar;CAP_H2turbine;CAP_Edemand
1.8475516894755979e-10;5.737195973654354e-10;60.30902376293557;181.62297101325544;8.742053390509042;0.0
