period,time_step,WindOffshore,Load,WindOnshore,Solar,Price,LOAD_H2,ELASTICITY_EL
132,5,0.268292683,10379.0,0.092287488,0.010107143,58.84,6907.0,2206.0
132,6,0.252439024,10953.0,0.089422159,0.048857143,69.99,6907.0,2355.0
132,7,0.208130081,11438.0,0.096406399,0.128071429,79.37,6907.0,2485.0
132,8,0.191056911,11457.0,0.117359121,0.262107143,86.12,6907.0,2507.0
132,9,0.155691057,10925.0,0.125656638,0.428642857,80.1,6907.0,2375.0
132,10,0.150813008,10243.0,0.125776027,0.573107143,75.78,6907.0,2217.0
132,11,0.127642276,10104.0,0.122910697,0.660857143,73.84,6906.0,2182.0
132,12,0.104065041,10194.0,0.122970392,0.698464286,67.0,6906.0,2185.0
132,13,0.057723577,10253.0,0.117180038,0.699607143,62.06,6906.0,2186.0
132,14,0.038211382,10230.0,0.107211079,0.660428571,60.06,6906.0,2177.0
132,15,0.017886179,10120.0,0.095033429,0.575464286,60.0,6906.0,2153.0
132,16,0.02804878,10758.0,0.077125119,0.446357143,62.75,6906.0,2296.0
132,17,0.02601626,11967.0,0.053187679,0.294714286,70.0,6905.0,2574.0
132,18,0.020325203,12310.0,0.032234957,0.159142857,74.97,6905.0,2662.0
132,19,0.009756098,12537.0,0.019997612,0.066357143,80.97,6905.0,2728.0
132,20,0.011382114,12681.0,0.015580229,0.016357143,80.97,6905.0,2760.0
132,21,0.011788618,12729.0,0.013013372,0.000107143,78.08,6905.0,2761.0
132,22,0.040243902,12280.0,0.016356256,0.0,74.51,6905.0,2654.0
132,23,0.089430894,11654.0,0.023400191,0.0,66.01,6904.0,2496.0
132,24,0.096341463,10920.0,0.029548711,0.0,65.04,6904.0,2336.0
151,1,0.489837398,9983.0,0.078975645,0.0,57.3,6855.0,2118.0
151,2,0.426829268,9817.0,0.066201051,0.0,56.22,6855.0,2080.0
151,3,0.406097561,9733.0,0.05688873,0.0,55.02,6855.0,2060.0
151,4,0.297560976,9794.0,0.048889685,0.000857143,61.62,6855.0,2087.0
151,5,0.249186992,9964.0,0.037667144,0.02325,59.89,6855.0,2120.0
151,6,0.190650407,10544.0,0.02447469,0.083357143,76.72,6855.0,2284.0
151,7,0.177642276,11276.0,0.014744508,0.178214286,85.98,6855.0,2467.0
151,8,0.114227642,11457.0,0.009073543,0.329464286,86.73,6855.0,2509.0
151,9,0.068292683,11180.0,0.008178128,0.498035714,77.9,6855.0,2425.0
151,10,0.054878049,10386.0,0.012774594,0.646821429,63.38,6855.0,2218.0
151,11,0.044308943,9714.0,0.023698663,0.740607143,60.69,6854.0,2068.0
151,12,0.035772358,9331.0,0.033428844,0.772964286,59.1,6854.0,1983.0
151,13,0.036178862,9126.0,0.041129417,0.762035714,55.26,6854.0,1932.0
151,14,0.054471545,9007.0,0.046442216,0.714785714,54.05,6854.0,1904.0
151,15,0.08699187,9247.0,0.050680516,0.634714286,54.69,6854.0,1956.0
151,16,0.18495935,9856.0,0.057605062,0.517785714,53.94,6854.0,2084.0
151,17,0.290650407,10988.0,0.063693887,0.372571429,62.3,6854.0,2344.0
151,18,0.344715447,11510.0,0.066260745,0.231464286,76.0,6854.0,2491.0
151,19,0.410162602,12019.0,0.074856734,0.117642857,85.14,6854.0,2628.0
151,20,0.464634146,12402.0,0.106255969,0.040321429,86.0,6854.0,2714.0
151,21,0.517886179,12538.0,0.150907354,0.004678571,82.0,6854.0,2732.0
151,22,0.556504065,12460.0,0.182246896,0.0,79.9,6854.0,2708.0
151,23,0.455691057,11778.0,0.185768863,0.0,72.67,6854.0,2540.0
151,24,0.417479675,10997.0,0.176158071,0.0,61.98,6854.0,2345.0
263,1,0.124796748,10300.0,0.103868195,0.0,150.0,7418.0,2424.0
263,2,0.095528455,10137.0,0.103211557,0.0,129.9,7419.0,2330.0
263,3,0.083333333,10073.0,0.100943171,0.0,144.0,7419.0,2354.0
263,4,0.058536585,10145.0,0.096704871,0.0,135.13,7420.0,2346.0
263,5,0.050813008,10529.0,0.100346227,0.0,118.2,7420.0,2388.0
263,6,0.062601626,11439.0,0.096764565,0.001428571,161.33,7421.0,2728.0
263,7,0.131707317,12849.0,0.084288443,0.030178571,179.52,7421.0,3132.0
263,8,0.167886179,13302.0,0.068887297,0.096642857,188.64,7421.0,3279.0
263,9,0.252845528,12672.0,0.06154489,0.158392857,180.0,7422.0,3091.0
263,10,0.18495935,11691.0,0.062977555,0.220607143,172.67,7422.0,2826.0
263,11,0.15203252,10850.0,0.065902579,0.265357143,164.0,7423.0,2596.0
263,12,0.119918699,10417.0,0.066081662,0.282535714,155.0,7423.0,2466.0
263,13,0.112195122,10725.0,0.063992359,0.275535714,149.76,7424.0,2523.0
263,14,0.092276423,10924.0,0.065066858,0.248678571,128.6,7424.0,2507.0
263,15,0.093495935,11249.0,0.064887775,0.207964286,150.16,7425.0,2647.0
263,16,0.092276423,11766.0,0.064350525,0.153285714,162.58,7425.0,2810.0
263,17,0.111788618,12824.0,0.064529608,0.087035714,172.33,7425.0,3099.0
263,18,0.12601626,13374.0,0.068469436,0.029571429,179.98,7426.0,3262.0
263,19,0.201626016,13893.0,0.072289876,0.003071429,209.4,7426.0,3515.0
263,20,0.218699187,14051.0,0.067753104,0.0,185.8,7427.0,3451.0
263,21,0.254878049,13343.0,0.062619389,0.0,171.15,7427.0,3220.0
263,22,0.138211382,12536.0,0.051755014,0.0,154.53,7428.0,2965.0
263,23,0.102439024,11863.0,0.034443649,0.0,133.48,7428.0,2738.0
263,24,0.030487805,11230.0,0.023400191,0.0,130.12,7428.0,2582.0
295,1,0.724796748,11052.0,0.392132283,0.0,110.0,7791.0,2484.0
295,2,0.781707317,10891.0,0.438276027,0.0,83.69,7792.0,2377.0
295,3,0.881707317,10748.0,0.471346705,0.0,80.0,7792.0,2337.0
295,4,0.844715447,10758.0,0.51546084,0.0,82.1,7793.0,2344.0
295,5,0.891056911,11056.0,0.541368195,0.0,73.05,7793.0,2385.0
295,6,0.82195122,12134.0,0.557903534,0.0,111.16,7794.0,2730.0
295,7,0.820731707,13397.0,0.544472302,0.002535714,195.0,7794.0,3328.0
295,8,0.821138211,14292.0,0.560888252,0.112464286,199.9,7795.0,3573.0
295,9,0.706097561,14311.0,0.583512416,0.304464286,205.91,7795.0,3604.0
295,10,0.737804878,13983.0,0.6122851,0.338285714,150.0,7796.0,3290.0
295,11,0.811382114,13768.0,0.607808023,0.360964286,114.0,7796.0,3108.0
295,12,0.818292683,13548.0,0.603510029,0.378321429,89.88,7797.0,2977.0
295,13,0.704471545,13437.0,0.571215377,0.349214286,119.9,7797.0,3054.0
295,14,0.791056911,13489.0,0.509312321,0.275,125.0,7798.0,3083.0
295,15,0.808130081,13561.0,0.437619389,0.187964286,120.1,7799.0,3082.0
295,16,0.728861789,13962.0,0.360971824,0.096428571,160.1,7799.0,3325.0
295,17,0.839430894,14574.0,0.289577364,0.027428571,208.52,7800.0,3683.0
295,18,0.743089431,14757.0,0.24534384,0.000678571,211.58,7800.0,3743.0
295,19,0.487804878,14592.0,0.217705349,0.0,266.82,7801.0,3980.0
295,20,0.381300813,13893.0,0.193887297,0.0,207.05,7801.0,3504.0
295,21,0.332520325,13207.0,0.179859121,0.0,189.9,7802.0,3261.0
295,22,0.308943089,12421.0,0.164398281,0.0,200.0,7802.0,3105.0
295,23,0.294715447,11792.0,0.152698185,0.0,200.1,7803.0,2948.0
295,24,0.250813008,11166.0,0.138610315,0.0,242.93,7803.0,2950.0
328,1,0.046341463,11813.0,0.010088348,0.0,175.6,8242.0,2866.0
328,2,0.03902439,11362.0,0.021489971,0.0,167.54,8242.0,2730.0
328,3,0.039837398,11081.0,0.023459885,0.0,173.3,8243.0,2681.0
328,4,0.03902439,11016.0,0.026683381,0.0,171.11,8244.0,2658.0
328,5,0.047560976,11100.0,0.031757402,0.0,191.08,8244.0,2744.0
328,6,0.068699187,11560.0,0.038622254,0.0,194.86,8245.0,2872.0
328,7,0.053658537,12712.0,0.04650191,0.0,183.8,8246.0,3115.0
328,8,0.09796748,14249.0,0.056530564,0.0,274.01,8246.0,3925.0
328,9,0.145528455,15331.0,0.070618434,0.0035,344.98,8247.0,4681.0
328,10,0.16097561,15699.0,0.079572588,0.028892857,330.02,8247.0,4686.0
328,11,0.162601626,15543.0,0.088467049,0.069107143,321.35,8248.0,4581.0
328,12,0.150406504,15330.0,0.093302292,0.087142857,313.05,8249.0,4463.0
328,13,0.158536585,15140.0,0.104942693,0.095857143,299.99,8249.0,4326.0
328,14,0.166666667,15161.0,0.114613181,0.091035714,300.0,8250.0,4332.0
328,15,0.143902439,15214.0,0.117239733,0.074035714,328.0,8250.0,4528.0
328,16,0.179674797,15437.0,0.116404011,0.045964286,342.18,8251.0,4693.0
328,17,0.125609756,15959.0,0.117359121,0.017428571,350.92,8252.0,4917.0
328,18,0.144308943,16856.0,0.116702483,0.003142857,385.0,8252.0,5482.0
328,19,0.166260163,16190.0,0.118254537,0.0,269.9,8253.0,4435.0
328,20,0.177235772,15555.0,0.118732092,0.0,215.6,8253.0,3966.0
328,21,0.206097561,14734.0,0.113419293,0.0,199.9,8254.0,3683.0
328,22,0.204471545,13989.0,0.114911652,0.0,195.0,8255.0,3476.0
328,23,0.170325203,13172.0,0.118135148,0.0,194.01,8255.0,3269.0
328,24,0.173170732,12423.0,0.111031519,0.0,175.0,8256.0,3012.0
