x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18
1822.8202119328116;3126.3648800504857;759.8893754134613;735.6880483202239;836.3403441697443;655.8688610492433;1022.4349297975326;1118.6540009076407;943.7458197558074;4189.587737923797;6618.877698477588;2030.6111450737292;938.7040076528851;1293.2629548103846;861.7525595991779;1347.7277135020513;1906.9062064476468;822.4954029685276
