x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18
1.4959560816771964e-11;1.4959560816049163e-11;121.94085324390238;101.27696554600026;80.05423093186417;105.9521067818549;18.51075467652012;1.8699450268853425e-11;19.760403962327032;1.4959560815896186e-11;1.4959560815753446e-11;1.4959560816592e-11;1.495956112574026e-11;1.4959560819497213e-11;1.49595611454984e-11;1.4959560818293666e-11;1.4959560816678285e-11;59.28422145167045
