x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18
66.31406231282843;84.18289361918443;5.4155818274306584e-11;5.415581827424894e-11;5.4155818274246304e-11;5.4155818274248733e-11;5.415581827680472e-11;26.47977296340535;5.415581827680932e-11;85.28747464384038;85.28310470403788;74.8790168896395;5.415581864083564e-11;51.683271738116595;6.769477226674123e-11;5.415581827416105e-11;5.415581827428663e-11;5.415581827411969e-11
