x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18
0.006570763963584575;1.6159672508298207e-10;0.008768893632967173;0.0016122165725483792;1.6159688018993483e-10;0.003946522367575864;1.607112327780024e-10;1.6159704256523761e-10;6.967829595861819e-10;1.615970348780298e-10;0.016505144189964828;1.6159706873307644e-10;1.577546201174279e-10;1.615970415943658e-10;1.6143928032965827e-10;0.007649976503559015;1.6159699608623693e-10;0.00573708747292718
