x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18
364.98818094666973;364.98956602218016;364.9954226620596;414.77677406402734;414.7740478791979;414.77678237099093;325.40236706383564;325.3983349620895;325.4027956346149;281.4693045487519;281.47220443700303;281.46959815846304;370.92798296319995;370.90230301177945;370.9272784461523;362.07526592481673;362.0780144309106;362.07245827785704
