x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18
969.2821578629789;1519.0898499880636;514.4176817604639;505.1502633338834;513.2614620533918;504.40616984689865;432.6825030498357;433.8603364362266;431.91542999635226;1746.9998054320652;2632.363834140106;1048.2209160563586;449.24374043408636;538.1462682831253;448.21900058328873;788.950161990503;1154.2048127861356;521.9442657918275
