times,LOAD,WIND_ONSHORE,WIND_OFFSHORE,SOLAR,DA_PRICES,LOAD_H2,ELASTICITY_EL
2021-01-01T00:00:00.000+01:00,11410,0.019370822,0.047154472,0,50.87,8882,2404
2021-01-01T01:00:00.000+01:00,11313,0.02140043,0.064634147,0,48.19,8881,2377
2021-01-01T02:00:00.000+01:00,10925,0.024773162,0.069918699,0,44.68,8880,2287
2021-01-01T03:00:00.000+01:00,10577,0.027489255,0.063211382,0,42.92,8879,2210
2021-01-01T04:00:00.000+01:00,10371,0.02638491,0.071138212,0,40.39,8878,2162
2021-01-01T05:00:00.000+01:00,10420,0.023638969,0.068089431,0,40.2,8877,2171
2021-01-01T06:00:00.000+01:00,10592,0.021281041,0.079065041,0,39.63,8875,2206
2021-01-01T07:00:00.000+01:00,10818,0.021340736,0.069512195,0,40.09,8874,2254
2021-01-01T08:00:00.000+01:00,11161,0.022803248,0.073780488,0.007410715,41.27,8873,2328
2021-01-01T09:00:00.000+01:00,11466,0.023907593,0.071138212,0.026214286,44.88,8872,2401
2021-01-01T10:00:00.000+01:00,11625,0.02044532,0.066869919,0.040071429,45,8871,2435
2021-01-01T11:00:00.000+01:00,11592,0.018475406,0.057520325,0.047035715,47.2,8870,2433
2021-01-01T12:00:00.000+01:00,11654,0.019639446,0.069105691,0.047553572,50.78,8869,2455
2021-01-01T13:00:00.000+01:00,11790,0.022295846,0.070325204,0.039482143,45.49,8868,2470
2021-01-01T14:00:00.000+01:00,11994,0.025877507,0.072764228,0.024660715,44.73,8866,2511
2021-01-01T15:00:00.000+01:00,12446,0.031100764,0.070731708,0.009267857,46.59,8865,2611
2021-01-01T16:00:00.000+01:00,13056,0.037488061,0.067886179,0.001428572,52.99,8864,2757
2021-01-01T17:00:00.000+01:00,14138,0.043636581,0.056300813,0,60.26,8863,3009
2021-01-01T18:00:00.000+01:00,13840,0.049844795,0.062601626,0,60.61,8862,2947
2021-01-01T19:00:00.000+01:00,13398,0.052232569,0.050406504,0,60.36,8861,2852
2021-01-01T20:00:00.000+01:00,12887,0.052113181,0.060162602,0,57.4,8860,2734
2021-01-01T21:00:00.000+01:00,12307,0.052471347,0.062601626,0,53.86,8858,2602
2021-01-01T22:00:00.000+01:00,11780,0.052322111,0.068292683,0,53.45,8857,2489
2021-01-01T23:00:00.000+01:00,11230,0.051426696,0.060365854,0,49.72,8856,2364
2021-01-02T00:00:00.000+01:00,10830,0.040771251,0.05101626,0,46.69,8855,2272
2021-01-02T01:00:00.000+01:00,10523,0.039637059,0.027032521,0,42.43,8854,2198
2021-01-02T02:00:00.000+01:00,10264,0.037159742,0.014837399,0,41.09,8853,2141
2021-01-02T03:00:00.000+01:00,10164,0.034921204,0.011382114,0,40,8852,2118
2021-01-02T04:00:00.000+01:00,10200,0.026981853,0.029268293,0,37.55,8850,2120
2021-01-02T05:00:00.000+01:00,10423,0.01790831,0.022560976,0,39,8849,2169
2021-01-02T06:00:00.000+01:00,10859,0.013580468,0.033739838,0,42.09,8848,2267
2021-01-02T07:00:00.000+01:00,11476,0.0127149,0.033333334,0,44.96,8847,2403
2021-01-02T08:00:00.000+01:00,12181,0.013281996,0.026829269,0.005553572,48.45,8846,2560
