times,LOAD,WIND_ONSHORE,WIND_OFFSHORE,SOLAR,DA_PRICES,LOAD_H2,ELASTICITY_EL
2021-01-01T00:00:00.000+01:00,11410,0.058112465,0.141463415,0,50.87,8882,2404
2021-01-01T01:00:00.000+01:00,11313,0.06420129,0.19390244,0,48.19,8881,2377
2021-01-01T02:00:00.000+01:00,10925,0.074319485,0.209756097,0,44.68,8880,2287
2021-01-01T03:00:00.000+01:00,10577,0.082467765,0.189634146,0,42.92,8879,2210
2021-01-01T04:00:00.000+01:00,10371,0.079154729,0.213414635,0,40.39,8878,2162
2021-01-01T05:00:00.000+01:00,10420,0.070916906,0.204268293,0,40.2,8877,2171
2021-01-01T06:00:00.000+01:00,10592,0.063843123,0.237195122,0,39.63,8875,2206
2021-01-01T07:00:00.000+01:00,10818,0.064022207,0.208536585,0,40.09,8874,2254
2021-01-01T08:00:00.000+01:00,11161,0.068409743,0.221341464,0.022232144,41.27,8873,2328
2021-01-01T09:00:00.000+01:00,11466,0.071722779,0.213414635,0.078642857,44.88,8872,2401
2021-01-01T10:00:00.000+01:00,11625,0.06133596,0.200609756,0.120214286,45,8871,2435
2021-01-01T11:00:00.000+01:00,11592,0.055426218,0.172560975,0.141107144,47.2,8870,2433
2021-01-01T12:00:00.000+01:00,11654,0.058918338,0.207317073,0.142660715,50.78,8869,2455
2021-01-01T13:00:00.000+01:00,11790,0.066887537,0.210975611,0.118446429,45.49,8868,2470
2021-01-01T14:00:00.000+01:00,11994,0.077632521,0.218292683,0.073982144,44.73,8866,2511
2021-01-01T15:00:00.000+01:00,12446,0.093302292,0.212195123,0.027803571,46.59,8865,2611
2021-01-01T16:00:00.000+01:00,13056,0.112464183,0.203658537,0.004285715,52.99,8864,2757
2021-01-01T17:00:00.000+01:00,14138,0.130909742,0.168902439,0,60.26,8863,3009
2021-01-01T18:00:00.000+01:00,13840,0.149534384,0.187804878,0,60.61,8862,2947
2021-01-01T19:00:00.000+01:00,13398,0.156697707,0.151219512,0,60.36,8861,2852
2021-01-01T20:00:00.000+01:00,12887,0.156339542,0.180487805,0,57.4,8860,2734
2021-01-01T21:00:00.000+01:00,12307,0.15741404,0.187804878,0,53.86,8858,2602
2021-01-01T22:00:00.000+01:00,11780,0.156966333,0.204878049,0,53.45,8857,2489
2021-01-01T23:00:00.000+01:00,11230,0.154280087,0.181097561,0,49.72,8856,2364
2021-01-02T00:00:00.000+01:00,10830,0.122313753,0.15304878,0,46.69,8855,2272
2021-01-02T01:00:00.000+01:00,10523,0.118911176,0.081097562,0,42.43,8854,2198
2021-01-02T02:00:00.000+01:00,10264,0.111479226,0.044512196,0,41.09,8853,2141
2021-01-02T03:00:00.000+01:00,10164,0.104763611,0.034146342,0,40,8852,2118
2021-01-02T04:00:00.000+01:00,10200,0.080945559,0.087804878,0,37.55,8850,2120
2021-01-02T05:00:00.000+01:00,10423,0.053724929,0.067682927,0,39,8849,2169
2021-01-02T06:00:00.000+01:00,10859,0.040741404,0.101219513,0,42.09,8848,2267
2021-01-02T07:00:00.000+01:00,11476,0.038144699,0.100000001,0,44.96,8847,2403
2021-01-02T08:00:00.000+01:00,12181,0.039845988,0.080487806,0.016660715,48.45,8846,2560
2021-01-02T09:00:00.000+01:00,12820,0.045845273,0.078658536,0.064982144,52,8845,2705
2021-01-02T10:00:00.000+01:00,13184,0.043427651,0.075609756,0.111267857,52,8844,2781
2021-01-02T11:00:00.000+01:00,13241,0.034025789,0.015853659,0.134410715,52.15,8843,2794
2021-01-02T12:00:00.000+01:00,13226,0.027578796,0.108536586,0.130446429,55.95,8841,2802
2021-01-02T13:00:00.000+01:00,13243,0.021579513,0.044512196,0.101410715,52,8840,2794
2021-01-02T14:00:00.000+01:00,13420,0.015669771,0.033536586,0.059678571,50.69,8839,2827
2021-01-02T15:00:00.000+01:00,13617,0.016386104,0.037195122,0.021964286,53.45,8838,2877
2021-01-02T16:00:00.000+01:00,14065,0.016565186,0.067073171,0.003803571,59.99,8837,2993
2021-01-02T17:00:00.000+01:00,15104,0.021221346,0.115853658,0,62,8836,3220
2021-01-02T18:00:00.000+01:00,14671,0.021758597,0.100609757,0,63.08,8835,3132
2021-01-02T19:00:00.000+01:00,14052,0.014863898,0.126829269,0,62.17,8833,2997
2021-01-02T20:00:00.000+01:00,13424,0.012535817,0.094512195,0,60.03,8832,2856
2021-01-02T21:00:00.000+01:00,12740,0.013431233,0.100000001,0,55.03,8831,2696
2021-01-02T22:00:00.000+01:00,12160,0.019161891,0.046341464,0,52.25,8830,2566
2021-01-02T23:00:00.000+01:00,11653,0.028026504,0.141463415,0,48.45,8829,2449
2021-01-03T00:00:00.000+01:00,11253,0.028205588,0.060975611,0,46.11,8828,2359
2021-01-03T01:00:00.000+01:00,10904,0.029906877,0.136585367,0,43,8827,2279
2021-01-03T02:00:00.000+01:00,10592,0.034294413,0.139634147,0,39.55,8826,2206
2021-01-03T03:00:00.000+01:00,10411,0.042532235,0.127439025,0,45.3,8824,2181
2021-01-03T04:00:00.000+01:00,10404,0.052292264,0.23597561,0,43,8823,2174
2021-01-03T05:00:00.000+01:00,10517,0.06017192,0.226829268,0,43,8822,2198
2021-01-03T06:00:00.000+01:00,10692,0.076020774,0.206097561,0,42,8821,2232
2021-01-03T07:00:00.000+01:00,11029,0.095898998,0.465853659,0,45.3,8820,2310
