times,LOAD,WIND_ONSHORE,WIND_OFFSHORE,SOLAR,DA_PRICES,LOAD_H2,ELASTICITY_EL
2017-01-01T00:00:00.000+01:00,11025,0.317272727,0.861024032,0,42,10658,2302
2017-01-01T01:00:00.000+01:00,10794,0.36,0.848484848,0,49.94,10657,2272
2017-01-01T02:00:00.000+01:00,10320,0.339090909,0.898641588,0,51.95,10656,2177
2017-01-01T03:00:00.000+01:00,9930,0.345454545,0.92371996,0,40.99,10655,2071
2017-01-01T04:00:00.000+01:00,9679,0.368181818,0.932079416,0,39,10654,2014
2017-01-01T05:00:00.000+01:00,9652,0.382727273,0.936259144,0,35.89,10652,2002
2017-01-01T06:00:00.000+01:00,9784,0.359090909,0.927899688,0,34.99,10650,2028
2017-01-01T07:00:00.000+01:00,10117,0.308181818,0.927899688,0,29.02,10649,2084
2017-01-01T08:00:00.000+01:00,10464,0.326363636,0.936259144,0,28.64,10648,2155
2017-01-01T09:00:00.000+01:00,10853,0.321818182,0.932079416,0.008782201,34.94,10646,2249
2017-01-01T10:00:00.000+01:00,11555,0.282727273,0.9153605,0.034894614,39.94,10645,2407
2017-01-01T11:00:00.000+01:00,12136,0.255454545,0.886102404,0.061592506,42.44,10644,2535
2017-01-01T12:00:00.000+01:00,12525,0.225454545,0.898641588,0.0764637,49.57,10643,2636
2017-01-01T13:00:00.000+01:00,12653,0.240909091,0.898641588,0.075526932,48.69,10642,2660
2017-01-01T14:00:00.000+01:00,12694,0.240909091,0.869383492,0.054918033,37.44,10639,2638
2017-01-01T15:00:00.000+01:00,12728,0.233636364,0.9153605,0.0264637,37.3,10638,2644
2017-01-01T16:00:00.000+01:00,13163,0.221818182,0.919540228,0.007728337,44.12,10637,2754
2017-01-01T17:00:00.000+01:00,14110,0.223636364,0.907001044,0.001288056,51.59,10636,2976
2017-01-01T18:00:00.000+01:00,14122,0.243636364,0.714733544,0,59.07,10634,3002
2017-01-01T19:00:00.000+01:00,13853,0.226363636,0.405433648,0,55,10633,2932
2017-01-01T20:00:00.000+01:00,13448,0.149090909,0.254963428,0,52,10632,2837
2017-01-01T21:00:00.000+01:00,12815,0.045454545,0.133751308,0,52,10630,2704
2017-01-01T22:00:00.000+01:00,12128,0.017272727,0.4723093,0,52.44,10628,2560
2017-01-01T23:00:00.000+01:00,11287,0.01,0.208986416,0,49.27,10627,2374
2017-01-02T00:00:00.000+01:00,10553,0.030909091,0.568443052,0,30.54,10626,2177
2017-01-02T01:00:00.000+01:00,10089,0.152727273,0.702194356,0,30,10625,2080
2017-01-02T02:00:00.000+01:00,9844,0.16,0.585161964,0,33.21,10624,2036
2017-01-02T03:00:00.000+01:00,9748,0.188181818,0.789968652,0,32.05,10622,2014
2017-01-02T04:00:00.000+01:00,9872,0.238181818,0.886102404,0,31.28,10620,2038
2017-01-02T05:00:00.000+01:00,10400,0.246363636,0.731452456,0,31.43,10619,2147
2017-01-02T06:00:00.000+01:00,11694,0.240909091,0.827586208,0,37.99,10618,2431
2017-01-02T07:00:00.000+01:00,13496,0.231818182,0.86520376,0,45.2,10616,2827
2017-01-02T08:00:00.000+01:00,15034,0.27,0.890282132,0,46.31,10615,3153
2017-01-02T09:00:00.000+01:00,15746,0.319090909,0.82340648,0.03911007,48.84,10614,3311
2017-01-02T10:00:00.000+01:00,15981,0.249090909,0.677115988,0.141920375,53.32,10613,3376
2017-01-02T11:00:00.000+01:00,15934,0.180909091,0.338557992,0.217798595,54.53,10612,3371
2017-01-02T12:00:00.000+01:00,15828,0.282727273,0.785788924,0.242037471,53.82,10609,3346
2017-01-02T13:00:00.000+01:00,15903,0.182727273,0.660397076,0.232786885,55.67,10608,3368
2017-01-02T14:00:00.000+01:00,15887,0.207272727,0.74399164,0.184192037,55.98,10607,3366
2017-01-02T15:00:00.000+01:00,15952,0.292727273,0.585161964,0.110655738,56,10606,3380
2017-01-02T16:00:00.000+01:00,16392,0.299090909,0.898641588,0.039812646,57.77,10604,3479
2017-01-02T17:00:00.000+01:00,17535,0.186363636,0.752351096,0.004332553,67.66,10603,3762
2017-01-02T18:00:00.000+01:00,16793,0.119090909,0.831765936,0,55.1,10602,3554
2017-01-02T19:00:00.000+01:00,16163,0.158181818,0.760710552,0,47.94,10600,3395
2017-01-02T20:00:00.000+01:00,15397,0.204545455,0.52246604,0,40.99,10598,3211
2017-01-02T21:00:00.000+01:00,14449,0.165454545,0.505747128,0,40.25,10597,3011
2017-01-02T22:00:00.000+01:00,13404,0.222727273,0.685475444,0,40.99,10596,2795
2017-01-02T23:00:00.000+01:00,12465,0.188181818,0.4430512,0,36.84,10595,2588
2017-01-03T00:00:00.000+01:00,11574,0.278181818,0.67293626,0,36.02,10594,2401
2017-01-03T01:00:00.000+01:00,10939,0.23,0.585161964,0,34.98,10592,2267
2017-01-03T02:00:00.000+01:00,10601,0.304545455,0.756530824,0,33.64,10591,2194
2017-01-03T03:00:00.000+01:00,10452,0.260909091,0.819226752,0,33.62,10589,2163
2017-01-03T04:00:00.000+01:00,10545,0.241818182,0.764890284,0,33.5,10588,2182
2017-01-03T05:00:00.000+01:00,11001,0.236363636,0.806687564,0,33.91,10586,2277
2017-01-03T06:00:00.000+01:00,12273,0.294545455,0.831765936,0,40.9,10585,2559
2017-01-03T07:00:00.000+01:00,14160,0.377272727,0.86520376,0,43.72,10584,2961
2017-01-03T08:00:00.000+01:00,15718,0.400909091,0.886102404,0,54.12,10583,3323
2017-01-03T09:00:00.000+01:00,16395,0.420909091,0.827586208,0.01264637,54.94,10582,3470
2017-01-03T10:00:00.000+01:00,16600,0.403636364,0.890282132,0.050468384,52.27,10580,3503
2017-01-03T11:00:00.000+01:00,16730,0.429090909,0.898641588,0.082669789,49.94,10578,3522
2017-01-03T12:00:00.000+01:00,16807,0.451818182,0.852664576,0.083489461,46.3,10577,3525
2017-01-03T13:00:00.000+01:00,16795,0.475454545,0.886102404,0.065105386,41.51,10576,3504
2017-01-03T14:00:00.000+01:00,16819,0.467272727,0.898641588,0.045433255,40.9,10574,3507
2017-01-03T15:00:00.000+01:00,16769,0.529090909,0.89446186,0.025761124,40.9,10573,3497
2017-01-03T16:00:00.000+01:00,17145,0.546363636,0.9153605,0.009601874,40.9,10572,3575
2017-01-03T17:00:00.000+01:00,17916,0.558181818,0.92371996,0.00234192,45,10571,3752
2017-01-03T18:00:00.000+01:00,16958,0.567272727,0.92371996,0,36.67,10570,3521
2017-01-03T19:00:00.000+01:00,16305,0.547272727,0.919540228,0,40,10568,3397
2017-01-03T20:00:00.000+01:00,15469,0.557272727,0.92371996,0,40.9,10566,3226
2017-01-03T21:00:00.000+01:00,14505,0.555454545,0.919540228,0,40.9,10565,3025
2017-01-03T22:00:00.000+01:00,13431,0.557272727,0.92371996,0,37.3,10564,2790
2017-01-03T23:00:00.000+01:00,12461,0.539090909,0.92371996,0,32.22,10562,2575
2017-01-04T00:00:00.000+01:00,11582,0.552727273,0.92371996,0,28.9,10561,2385
2017-01-04T01:00:00.000+01:00,11002,0.574545455,0.92371996,0,28.88,10560,2266
2017-01-04T02:00:00.000+01:00,10632,0.570909091,0.92371996,0,28.68,10559,2189
2017-01-04T03:00:00.000+01:00,10478,0.569090909,0.92371996,0,28.67,10558,2157
2017-01-04T04:00:00.000+01:00,10518,0.557272727,0.92371996,0,28.52,10555,2165
2017-01-04T05:00:00.000+01:00,10994,0.550909091,0.877742948,0,28.79,10554,2264
2017-01-04T06:00:00.000+01:00,12283,0.549090909,0.861024032,0,31.33,10553,2536
2017-01-04T07:00:00.000+01:00,14112,0.546363636,0.92371996,0,32.6,10552,2918
2017-01-04T08:00:00.000+01:00,15745,0.474545455,0.92371996,0,42,10550,3287
2017-01-04T09:00:00.000+01:00,16463,0.513636364,0.907001044,0.013700234,44,10549,3444
2017-01-04T10:00:00.000+01:00,16665,0.525454545,0.927899688,0.054449649,44,10548,3486
2017-01-04T11:00:00.000+01:00,16634,0.521818182,0.927899688,0.100936768,44,10547,3480
2017-01-04T12:00:00.000+01:00,16519,0.549090909,0.936259144,0.132669789,39.94,10546,3441
2017-01-04T13:00:00.000+01:00,16467,0.564545455,0.936259144,0.137470726,39.9,10543,3430
2017-01-04T14:00:00.000+01:00,16446,0.554545455,0.936259144,0.120608899,38.09,10542,3419
2017-01-04T15:00:00.000+01:00,16488,0.545454545,0.936259144,0.084192037,39.94,10541,3435
2017-01-04T16:00:00.000+01:00,16849,0.497272727,0.89446186,0.035128806,44.94,10540,3528
2017-01-04T17:00:00.000+01:00,17899,0.453636364,0.92371996,0.006323185,66.01,10538,3833
2017-01-04T18:00:00.000+01:00,17105,0.47,0.92371996,0,49.45,10537,3599
2017-01-04T19:00:00.000+01:00,16450,0.467272727,0.92371996,0,48.37,10536,3457
2017-01-04T20:00:00.000+01:00,15593,0.436363636,0.911180772,0,38.02,10535,3242
2017-01-04T21:00:00.000+01:00,14592,0.248181818,0.911180772,0,34.55,10534,3023
2017-01-04T22:00:00.000+01:00,13504,0.222727273,0.647857888,0,33.33,10531,2794
2017-01-04T23:00:00.000+01:00,12602,0.307272727,0.898641588,0,32.05,10530,2604
2017-01-05T00:00:00.000+01:00,11757,0.270909091,0.881922676,0,42.7,10529,2456
2017-01-05T01:00:00.000+01:00,11150,0.325454545,0.89446186,0,36.32,10528,2314
2017-01-05T02:00:00.000+01:00,10816,0.159090909,0.902821316,0,30.99,10526,2232
2017-01-05T03:00:00.000+01:00,10649,0.155454545,0.881922676,0,31.06,10525,2198
2017-01-05T04:00:00.000+01:00,10752,0.17,0.902821316,0,35.64,10524,2230
2017-01-05T05:00:00.000+01:00,11253,0.118181818,0.635318704,0,35.73,10523,2334
2017-01-05T06:00:00.000+01:00,12571,0.090909091,0.748171368,0,39.03,10522,2616
2017-01-05T07:00:00.000+01:00,14468,0.058181818,0.668756532,0,41.27,10519,3018
2017-01-05T08:00:00.000+01:00,16067,0.098181818,0.367816092,0,57.98,10518,3411
2017-01-05T09:00:00.000+01:00,16564,0.068181818,0.192267504,0.03969555,54.11,10517,3502
2017-01-05T10:00:00.000+01:00,16575,0.144545455,0.146290492,0.147540984,53.13,10516,3501
2017-01-05T11:00:00.000+01:00,16302,0.101818182,0.083594568,0.236065574,50.06,10514,3432
2017-01-05T12:00:00.000+01:00,15919,0.047272727,0.133751308,0.272131148,49.97,10513,3351
2017-01-05T13:00:00.000+01:00,15851,0.058181818,0.117032392,0.271077283,49,10512,3334
2017-01-05T14:00:00.000+01:00,15801,0.046363636,0.083594568,0.227400468,50.99,10511,3330
2017-01-05T15:00:00.000+01:00,16014,0.055454545,0.066875652,0.145667447,57.48,10510,3398
