times,LOAD,WIND_ONSHORE,WIND_OFFSHORE,SOLAR,DA_PRICES,LOAD_H2,ELASTICITY_EL
2017-01-01T00:00:00.000+01:00,11025,0.317272727,0.861024032,0,42,7106,2302
2017-01-01T01:00:00.000+01:00,10794,0.36,0.848484848,0,49.94,7105,2272
2017-01-01T02:00:00.000+01:00,10320,0.339090909,0.898641588,0,51.95,7104,2177
2017-01-01T03:00:00.000+01:00,9930,0.345454545,0.92371996,0,40.99,7103,2071
2017-01-01T04:00:00.000+01:00,9679,0.368181818,0.932079416,0,39,7102,2014
2017-01-01T05:00:00.000+01:00,9652,0.382727273,0.936259144,0,35.89,7102,2002
2017-01-01T06:00:00.000+01:00,9784,0.359090909,0.927899688,0,34.99,7100,2028
2017-01-01T07:00:00.000+01:00,10117,0.308181818,0.927899688,0,29.02,7099,2084
2017-01-01T08:00:00.000+01:00,10464,0.326363636,0.936259144,0,28.64,7098,2155
2017-01-01T09:00:00.000+01:00,10853,0.321818182,0.932079416,0.008782201,34.94,7098,2249
2017-01-01T10:00:00.000+01:00,11555,0.282727273,0.9153605,0.034894614,39.94,7097,2407
2017-01-01T11:00:00.000+01:00,12136,0.255454545,0.886102404,0.061592506,42.44,7096,2535
2017-01-01T12:00:00.000+01:00,12525,0.225454545,0.898641588,0.0764637,49.57,7095,2636
2017-01-01T13:00:00.000+01:00,12653,0.240909091,0.898641588,0.075526932,48.69,7094,2660
2017-01-01T14:00:00.000+01:00,12694,0.240909091,0.869383492,0.054918033,37.44,7093,2638
2017-01-01T15:00:00.000+01:00,12728,0.233636364,0.9153605,0.0264637,37.3,7092,2644
2017-01-01T16:00:00.000+01:00,13163,0.221818182,0.919540228,0.007728337,44.12,7091,2754
2017-01-01T17:00:00.000+01:00,14110,0.223636364,0.907001044,0.001288056,51.59,7090,2976
2017-01-01T18:00:00.000+01:00,14122,0.243636364,0.714733544,0,59.07,7090,3002
2017-01-01T19:00:00.000+01:00,13853,0.226363636,0.405433648,0,55,7089,2932
2017-01-01T20:00:00.000+01:00,13448,0.149090909,0.254963428,0,52,7088,2837
2017-01-01T21:00:00.000+01:00,12815,0.045454545,0.133751308,0,52,7086,2704
2017-01-01T22:00:00.000+01:00,12128,0.017272727,0.4723093,0,52.44,7086,2560
2017-01-01T23:00:00.000+01:00,11287,0.01,0.208986416,0,49.27,7085,2374
2017-01-02T00:00:00.000+01:00,10553,0.030909091,0.568443052,0,30.54,7084,2177
2017-01-02T01:00:00.000+01:00,10089,0.152727273,0.702194356,0,30,7083,2080
2017-01-02T02:00:00.000+01:00,9844,0.16,0.585161964,0,33.21,7082,2036
2017-01-02T03:00:00.000+01:00,9748,0.188181818,0.789968652,0,32.05,7082,2014
2017-01-02T04:00:00.000+01:00,9872,0.238181818,0.886102404,0,31.28,7080,2038
2017-01-02T05:00:00.000+01:00,10400,0.246363636,0.731452456,0,31.43,7079,2147
2017-01-02T06:00:00.000+01:00,11694,0.240909091,0.827586208,0,37.99,7078,2431
2017-01-02T07:00:00.000+01:00,13496,0.231818182,0.86520376,0,45.2,7078,2827
2017-01-02T08:00:00.000+01:00,15034,0.27,0.890282132,0,46.31,7077,3153
2017-01-02T09:00:00.000+01:00,15746,0.319090909,0.82340648,0.03911007,48.84,7076,3311
2017-01-02T10:00:00.000+01:00,15981,0.249090909,0.677115988,0.141920375,53.32,7075,3376
2017-01-02T11:00:00.000+01:00,15934,0.180909091,0.338557992,0.217798595,54.53,7074,3371
2017-01-02T12:00:00.000+01:00,15828,0.282727273,0.785788924,0.242037471,53.82,7073,3346
2017-01-02T13:00:00.000+01:00,15903,0.182727273,0.660397076,0.232786885,55.67,7072,3368
2017-01-02T14:00:00.000+01:00,15887,0.207272727,0.74399164,0.184192037,55.98,7071,3366
2017-01-02T15:00:00.000+01:00,15952,0.292727273,0.585161964,0.110655738,56,7070,3380
2017-01-02T16:00:00.000+01:00,16392,0.299090909,0.898641588,0.039812646,57.77,7070,3479
2017-01-02T17:00:00.000+01:00,17535,0.186363636,0.752351096,0.004332553,67.66,7069,3762
2017-01-02T18:00:00.000+01:00,16793,0.119090909,0.831765936,0,55.1,7068,3554
2017-01-02T19:00:00.000+01:00,16163,0.158181818,0.760710552,0,47.94,7066,3395
2017-01-02T20:00:00.000+01:00,15397,0.204545455,0.52246604,0,40.99,7066,3211
2017-01-02T21:00:00.000+01:00,14449,0.165454545,0.505747128,0,40.25,7065,3011
2017-01-02T22:00:00.000+01:00,13404,0.222727273,0.685475444,0,40.99,7064,2795
2017-01-02T23:00:00.000+01:00,12465,0.188181818,0.4430512,0,36.84,7063,2588
2017-01-03T00:00:00.000+01:00,11574,0.278181818,0.67293626,0,36.02,7062,2401
2017-01-03T01:00:00.000+01:00,10939,0.23,0.585161964,0,34.98,7062,2267
2017-01-03T02:00:00.000+01:00,10601,0.304545455,0.756530824,0,33.64,7061,2194
2017-01-03T03:00:00.000+01:00,10452,0.260909091,0.819226752,0,33.62,7059,2163
2017-01-03T04:00:00.000+01:00,10545,0.241818182,0.764890284,0,33.5,7058,2182
2017-01-03T05:00:00.000+01:00,11001,0.236363636,0.806687564,0,33.91,7058,2277
2017-01-03T06:00:00.000+01:00,12273,0.294545455,0.831765936,0,40.9,7057,2559
2017-01-03T07:00:00.000+01:00,14160,0.377272727,0.86520376,0,43.72,7056,2961
2017-01-03T08:00:00.000+01:00,15718,0.400909091,0.886102404,0,54.12,7055,3323
2017-01-03T09:00:00.000+01:00,16395,0.420909091,0.827586208,0.01264637,54.94,7054,3470
2017-01-03T10:00:00.000+01:00,16600,0.403636364,0.890282132,0.050468384,52.27,7054,3503
2017-01-03T11:00:00.000+01:00,16730,0.429090909,0.898641588,0.082669789,49.94,7052,3522
2017-01-03T12:00:00.000+01:00,16807,0.451818182,0.852664576,0.083489461,46.3,7051,3525
2017-01-03T13:00:00.000+01:00,16795,0.475454545,0.886102404,0.065105386,41.51,7050,3504
2017-01-03T14:00:00.000+01:00,16819,0.467272727,0.898641588,0.045433255,40.9,7050,3507
2017-01-03T15:00:00.000+01:00,16769,0.529090909,0.89446186,0.025761124,40.9,7049,3497
2017-01-03T16:00:00.000+01:00,17145,0.546363636,0.9153605,0.009601874,40.9,7048,3575
2017-01-03T17:00:00.000+01:00,17916,0.558181818,0.92371996,0.00234192,45,7047,3752
2017-01-03T18:00:00.000+01:00,16958,0.567272727,0.92371996,0,36.67,7046,3521
2017-01-03T19:00:00.000+01:00,16305,0.547272727,0.919540228,0,40,7046,3397
2017-01-03T20:00:00.000+01:00,15469,0.557272727,0.92371996,0,40.9,7044,3226
2017-01-03T21:00:00.000+01:00,14505,0.555454545,0.919540228,0,40.9,7043,3025
2017-01-03T22:00:00.000+01:00,13431,0.557272727,0.92371996,0,37.3,7042,2790
2017-01-03T23:00:00.000+01:00,12461,0.539090909,0.92371996,0,32.22,7042,2575
2017-01-04T00:00:00.000+01:00,11582,0.552727273,0.92371996,0,28.9,7041,2385
2017-01-04T01:00:00.000+01:00,11002,0.574545455,0.92371996,0,28.88,7040,2266
2017-01-04T02:00:00.000+01:00,10632,0.570909091,0.92371996,0,28.68,7039,2189
2017-01-04T03:00:00.000+01:00,10478,0.569090909,0.92371996,0,28.67,7038,2157
2017-01-04T04:00:00.000+01:00,10518,0.557272727,0.92371996,0,28.52,7037,2165
2017-01-04T05:00:00.000+01:00,10994,0.550909091,0.877742948,0,28.79,7036,2264
2017-01-04T06:00:00.000+01:00,12283,0.549090909,0.861024032,0,31.33,7035,2536
2017-01-04T07:00:00.000+01:00,14112,0.546363636,0.92371996,0,32.6,7034,2918
2017-01-04T08:00:00.000+01:00,15745,0.474545455,0.92371996,0,42,7034,3287
2017-01-04T09:00:00.000+01:00,16463,0.513636364,0.907001044,0.013700234,44,7033,3444
2017-01-04T10:00:00.000+01:00,16665,0.525454545,0.927899688,0.054449649,44,7032,3486
2017-01-04T11:00:00.000+01:00,16634,0.521818182,0.927899688,0.100936768,44,7031,3480
2017-01-04T12:00:00.000+01:00,16519,0.549090909,0.936259144,0.132669789,39.94,7030,3441
2017-01-04T13:00:00.000+01:00,16467,0.564545455,0.936259144,0.137470726,39.9,7029,3430
2017-01-04T14:00:00.000+01:00,16446,0.554545455,0.936259144,0.120608899,38.09,7028,3419
2017-01-04T15:00:00.000+01:00,16488,0.545454545,0.936259144,0.084192037,39.94,7027,3435
2017-01-04T16:00:00.000+01:00,16849,0.497272727,0.89446186,0.035128806,44.94,7026,3528
2017-01-04T17:00:00.000+01:00,17899,0.453636364,0.92371996,0.006323185,66.01,7026,3833
2017-01-04T18:00:00.000+01:00,17105,0.47,0.92371996,0,49.45,7025,3599
2017-01-04T19:00:00.000+01:00,16450,0.467272727,0.92371996,0,48.37,7024,3457
2017-01-04T20:00:00.000+01:00,15593,0.436363636,0.911180772,0,38.02,7023,3242
2017-01-04T21:00:00.000+01:00,14592,0.248181818,0.911180772,0,34.55,7022,3023
2017-01-04T22:00:00.000+01:00,13504,0.222727273,0.647857888,0,33.33,7021,2794
2017-01-04T23:00:00.000+01:00,12602,0.307272727,0.898641588,0,32.05,7020,2604
2017-01-05T00:00:00.000+01:00,11757,0.270909091,0.881922676,0,42.7,7019,2456
2017-01-05T01:00:00.000+01:00,11150,0.325454545,0.89446186,0,36.32,7018,2314
2017-01-05T02:00:00.000+01:00,10816,0.159090909,0.902821316,0,30.99,7018,2232
