periods,weights,selected_periods
12,50.24005693994746,true
37,25.876611471643248,true
123,52.1089688986223,true
132,91.10307209555044,true
151,32.67128652796931,true
263,35.31054132515217,true
295,28.34348787139256,true
328,49.34597486972253,true
