period,time_step,WindOffshore,Load,WindOnshore,Solar,Price,LOAD_H2,ELASTICITY_EL
80,22,0.620227273,13029.0,0.29405444,0.0,20.05,7320.0,2659.0
80,23,0.620227273,12294.0,0.30623209,0.0,21.02,7320.0,2512.0
80,24,0.634090909,11735.0,0.32449857,0.0,19.9,7319.0,2395.0
86,1,0.391590909,10941.0,0.19102197,0.0,19.68,7260.0,2232.0
86,2,0.345227273,10568.0,0.17108405,0.0,18.39,7259.0,2153.0
86,3,0.0,10461.0,0.16063754,0.0,19.1,7259.0,2133.0
86,4,0.239772727,10408.0,0.15353391,0.0,18.39,7258.0,2121.0
86,5,0.255227273,10588.0,0.15490688,0.0,18.32,7258.0,2157.0
86,6,0.292954545,11052.0,0.15896609,0.001453086,19.8,7258.0,2255.0
86,7,0.3475,11813.0,0.1546681,0.050200664,22.2,7257.0,2416.0
86,8,0.342727273,12499.0,0.13759551,0.176619153,25.53,7257.0,2565.0
86,9,0.290454545,12556.0,0.12410458,0.303556601,25.0,7256.0,2576.0
86,10,0.252272727,11935.0,0.1186724,0.411430944,21.32,7256.0,2439.0
86,11,0.274545455,11360.0,0.14529608,0.491385275,19.11,7255.0,2316.0
86,12,0.316363636,10941.0,0.16762178,0.5382646,18.16,7255.0,2229.0
86,13,0.311818182,10764.0,0.17675501,0.543834763,17.69,7254.0,2192.0
86,14,0.306590909,10740.0,0.18887297,0.503425131,15.35,7254.0,2181.0
86,15,0.339318182,10821.0,0.20600525,0.430182674,16.82,7253.0,2201.0
86,16,0.375681818,11145.0,0.21740688,0.325595073,18.19,7253.0,2270.0
86,17,0.402272727,11888.0,0.21579513,0.197135345,18.9,7252.0,2423.0
86,18,0.430909091,13223.0,0.19740926,0.07895101,27.11,7252.0,2718.0
86,19,0.437727273,13737.0,0.20618434,0.015188209,34.05,7251.0,2844.0
86,20,0.441363636,14244.0,0.23024117,0.0,34.64,7251.0,2951.0
86,21,0.452954545,13842.0,0.24767192,0.0,30.09,7250.0,2854.0
86,22,0.473409091,13039.0,0.25155205,0.0,26.27,7250.0,2678.0
86,23,0.460454545,12253.0,0.2351361,0.0,25.5,7250.0,2515.0
86,24,0.435909091,11590.0,0.21424308,0.0,23.94,7249.0,2375.0
104,1,0.694772727,9799.0,0.38108883,0.0,0.07,7083.0,1960.0
104,2,0.709772727,9492.0,0.42926218,0.0,1.72,7082.0,1902.0
104,3,0.718181818,9320.0,0.46889924,0.0,0.77,7082.0,1865.0
104,4,0.720454545,9330.0,0.49432904,0.0,0.02,7082.0,1866.0
104,5,0.722272727,9456.0,0.49695559,0.0,-0.09,7081.0,1891.0
104,6,0.722045455,9598.0,0.48680755,0.013112372,-2.35,7081.0,1920.0
104,7,0.717727273,9778.0,0.48609121,0.063624412,-5.0,7081.0,1956.0
104,8,0.714545455,10144.0,0.48585244,0.155584002,-5.91,7080.0,2029.0
104,9,0.71,10473.0,0.47540592,0.27155411,-3.64,7080.0,2095.0
104,10,0.701363636,10419.0,0.46239255,0.375276778,-4.02,7079.0,2084.0
104,11,0.697272727,10159.0,0.45385626,0.436998339,-15.02,7079.0,2032.0
104,12,0.6925,9745.0,0.44335005,0.461147246,-25.0,7079.0,1949.0
104,13,0.682045455,9033.0,0.43182904,0.473740659,-33.59,7078.0,1807.0
104,14,0.676818182,8670.0,0.42544174,0.461147246,-78.0,7078.0,1734.0
104,15,0.686136364,8603.0,0.43141117,0.39617354,-79.19,7078.0,1721.0
104,16,0.693636364,9131.0,0.43941022,0.298989759,-30.04,7077.0,1826.0
104,17,0.705227273,10545.0,0.44925979,0.197412123,-7.26,7077.0,2109.0
104,18,0.709772727,11387.0,0.45170726,0.096249654,17.0,7077.0,2317.0
104,19,0.703863636,11658.0,0.41929322,0.025429006,19.0,7076.0,2377.0
104,20,0.6875,11873.0,0.38258118,0.001349294,28.52,7076.0,2444.0
104,21,0.665454545,11847.0,0.35816619,0.0,21.13,7076.0,2421.0
104,22,0.630227273,11349.0,0.33816858,0.0,31.92,7075.0,2345.0
104,23,0.598181818,10790.0,0.31518625,0.0,27.73,7075.0,2220.0
104,24,0.573636364,10204.0,0.29375597,0.0,27.0,7075.0,2097.0
169,1,0.068181818,10495.0,0.0106256,0.0,30.38,6850.0,2165.0
169,2,0.071590909,10232.0,0.00859599,0.0,28.1,6850.0,2106.0
169,3,0.060454545,10135.0,0.00913324,0.0,26.92,6850.0,2083.0
169,4,0.050454545,10078.0,0.00865568,0.000934127,26.53,6850.0,2071.0
169,5,0.049545455,10124.0,0.0084766,0.016191531,28.74,6850.0,2085.0
169,6,0.049090909,10887.0,0.00674546,0.055286466,34.91,6850.0,2256.0
169,7,0.044772727,11827.0,0.00776027,0.110261555,49.09,6850.0,2488.0
169,8,0.042954545,12395.0,0.00734241,0.185787434,54.5,6850.0,2622.0
169,9,0.046136364,12345.0,0.00752149,0.254428453,42.11,6850.0,2578.0
169,10,0.049545455,12004.0,0.00823782,0.302345696,38.99,6850.0,2498.0
169,11,0.062727273,11801.0,0.00937202,0.328916413,38.39,6850.0,2454.0
169,12,0.0725,11625.0,0.01104346,0.338949626,36.03,6850.0,2412.0
169,13,0.102045455,11504.0,0.01528176,0.33303349,36.01,6850.0,2387.0
169,14,0.131818182,11243.0,0.02674308,0.29438832,35.05,6850.0,2330.0
169,15,0.131818182,11363.0,0.04220392,0.215575699,33.59,6850.0,2352.0
169,16,0.125,11877.0,0.05139685,0.138596734,33.0,6850.0,2456.0
169,17,0.121136364,12813.0,0.05694842,0.093274287,39.61,6850.0,2668.0
169,18,0.111818182,13025.0,0.06542502,0.060787434,45.29,6851.0,2729.0
169,19,0.111590909,13131.0,0.07557307,0.031137559,47.18,6851.0,2756.0
169,20,0.129772727,13136.0,0.09616762,0.010828951,42.26,6851.0,2743.0
169,21,0.154772727,12902.0,0.10404728,0.00166067,39.61,6851.0,2687.0
169,22,0.129318182,12625.0,0.08601958,0.0,36.59,6851.0,2621.0
169,23,0.130227273,12086.0,0.06339542,0.0,31.7,6851.0,2496.0
169,24,0.087727273,11362.0,0.04847182,0.0,27.74,6851.0,2337.0
296,1,0.773863636,10554.0,0.96,0.0,30.05,7804.0,2176.0
296,2,0.772727273,10373.0,0.96,0.0,28.3,7804.0,2135.0
296,3,0.773636364,10275.0,0.96,0.0,24.94,7805.0,2108.0
296,4,0.775227273,10409.0,0.96,0.0,23.67,7805.0,2132.0
296,5,0.775227273,10775.0,0.96,0.0,29.0,7806.0,2219.0
296,6,0.773181818,11838.0,0.97606256,0.0,32.97,7807.0,2448.0
296,7,0.769545455,13387.0,0.92991882,0.001591475,44.66,7807.0,2803.0
296,8,0.765454545,14324.0,0.87899952,0.079227789,46.93,7808.0,3006.0
296,9,0.753863636,14011.0,0.84389924,0.20931359,44.9,7808.0,2934.0
296,10,0.742954545,13251.0,0.82067813,0.210766676,39.9,7809.0,2760.0
296,11,0.746136364,12952.0,0.80581423,0.181082203,31.5,7809.0,2675.0
296,12,0.732727273,12843.0,0.774415,0.137489621,31.31,7810.0,2652.0
296,13,0.721818182,13109.0,0.72188395,0.11199142,31.35,7810.0,2707.0
296,14,0.730909091,13355.0,0.65795129,0.127836978,32.4,7811.0,2760.0
296,15,0.714090909,13586.0,0.60428606,0.139703847,39.68,7811.0,2829.0
296,16,0.6875,13651.0,0.54286055,0.098948242,45.86,7812.0,2861.0
296,17,0.696818182,14501.0,0.49414995,0.036361749,48.49,7812.0,3048.0
296,18,0.716818182,14682.0,0.4713467,0.000622751,51.8,7813.0,3097.0
296,19,0.716363636,14771.0,0.45176695,0.0,49.9,7813.0,3109.0
296,20,0.686818182,14067.0,0.4300382,0.0,35.01,7814.0,2915.0
296,21,0.651363636,13208.0,0.40693649,0.0,36.25,7815.0,2741.0
296,22,0.625909091,12424.0,0.36532951,0.0,33.1,7815.0,2570.0
296,23,0.527954545,11722.0,0.30772445,0.0,35.3,7816.0,2430.0
296,24,0.431818182,11078.0,0.25984957,0.0,40.01,7816.0,2308.0
303,1,0.773409091,11131.0,0.45534862,0.0,30.05,7895.0,2295.0
303,2,0.778409091,10603.0,0.48334527,0.0,25.19,7895.0,2175.0
303,3,0.779545455,10528.0,0.48346466,0.0,24.99,7896.0,2160.0
303,4,0.779318182,10517.0,0.48101719,0.0,11.38,7896.0,2128.0
303,5,0.78,10605.0,0.47845033,0.0,11.14,7897.0,2145.0
303,6,0.778409091,11091.0,0.47104823,0.0,23.07,7898.0,2271.0
303,7,0.775681818,12224.0,0.45003582,0.0,34.9,7898.0,2533.0
303,8,0.772272727,13732.0,0.42908309,0.000345973,39.9,7899.0,2861.0
303,9,0.763636364,14239.0,0.39613181,0.074314974,44.25,7899.0,2980.0
303,10,0.7525,14167.0,0.36980659,0.212565735,41.31,7900.0,2955.0
303,11,0.7325,13872.0,0.35631566,0.237787157,33.4,7900.0,2870.0
303,12,0.698636364,13907.0,0.35464422,0.217513147,32.2,7901.0,2874.0
303,13,0.662954545,14264.0,0.33924308,0.163818157,34.9,7901.0,2956.0
303,14,0.634318182,14520.0,0.30879895,0.100608912,55.7,7902.0,3075.0
303,15,0.586363636,14897.0,0.27137058,0.053487407,45.77,7903.0,3122.0
303,16,0.589545455,15233.0,0.25,0.024148907,42.46,7903.0,3182.0
303,17,0.652954545,15523.0,0.26193887,0.008337946,44.78,7904.0,3250.0
303,18,0.731136364,16213.0,0.33530325,0.001695267,48.99,7904.0,3410.0
303,19,0.780454545,15721.0,0.41493553,0.0,50.1,7905.0,3310.0
303,20,0.789318182,15126.0,0.47146609,0.0,40.4,7905.0,3153.0
303,21,0.790681818,14287.0,0.50752149,0.0,40.5,7906.0,2978.0
303,22,0.792727273,13417.0,0.54154728,0.0,36.03,7906.0,2784.0
303,23,0.795,12580.0,0.56226122,0.0,33.02,7907.0,2602.0
303,24,0.797272727,11763.0,0.56751433,0.0,29.9,7908.0,2425.0
358,1,0.095681818,11738.0,0.02071394,0.0,38.6,8695.0,2442.0
358,2,0.085,11359.0,0.0159384,0.0,34.2,8696.0,2352.0
358,3,0.085454545,11052.0,0.01987822,0.0,33.56,8696.0,2287.0
358,4,0.090681818,10894.0,0.03032474,0.0,33.44,8697.0,2254.0
358,5,0.108863636,10961.0,0.044532,0.0,35.21,8698.0,2272.0
358,6,0.129772727,11359.0,0.04542741,0.0,39.4,8698.0,2365.0
358,7,0.152954545,12308.0,0.05074021,0.0,43.24,8699.0,2573.0
358,8,0.208863636,13498.0,0.06172397,0.0,46.72,8700.0,2832.0
358,9,0.239318182,14683.0,0.07109599,0.0,52.87,8700.0,3101.0
358,10,0.210454545,15359.0,0.08321394,0.001037919,53.14,8701.0,3244.0
358,11,0.257045455,15651.0,0.09951051,0.004186272,53.92,8702.0,3309.0
358,12,0.372954545,15873.0,0.10691261,0.008510933,55.67,8702.0,3362.0
358,13,0.3875,15889.0,0.10983763,0.014461666,55.75,8703.0,3365.0
358,14,0.419090909,15556.0,0.12261223,0.020481594,54.15,8704.0,3289.0
358,15,0.456590909,15326.0,0.13144699,0.023318572,49.88,8704.0,3226.0
358,16,0.463409091,15422.0,0.14583333,0.017264046,46.0,8705.0,3233.0
358,17,0.476818182,15767.0,0.1568171,0.006538887,46.75,8706.0,3308.0
358,18,0.515,16328.0,0.18236628,0.000864932,52.08,8706.0,3445.0
358,19,0.560454545,15488.0,0.21478032,0.0,51.13,8707.0,3265.0
358,20,0.595681818,14855.0,0.2267192,0.0,44.82,8707.0,3110.0
358,21,0.633409091,14150.0,0.22337631,0.0,40.25,8708.0,2949.0
358,22,0.686136364,13488.0,0.2563873,0.0,39.22,8709.0,2808.0
358,23,0.695,12779.0,0.28742837,0.0,35.23,8709.0,2649.0
358,24,0.6475,12142.0,0.29680038,0.0,31.0,8710.0,2506.0
