periods,weights,selected_periods
16,59.02874869967929,true
103,61.02441715963465,true
141,57.883481812340925,true
212,62.31998954274307,true
266,27.843379023392814,true
282,25.025923000034236,true
305,36.8852880844681,true
355,34.98877267770693,true
