period,time_step,WindOffshore,Load,WindOnshore,Solar,Price,LOAD_H2,ELASTICITY_EL
16,1,0.786833856,12007.0,0.508571429,0.0,30.1,8494.0,2476.0
16,2,0.752351097,11509.0,0.520816327,0.0,30.3,8493.0,2374.0
16,3,0.787878788,11185.0,0.493061224,0.0,31.5,8492.0,2310.0
16,4,0.786833856,10994.0,0.510204082,0.0,26.97,8491.0,2260.0
16,5,0.785788924,11076.0,0.423673469,0.0,28.35,8490.0,2280.0
16,6,0.778474399,11672.0,0.471020408,0.0,28.84,8489.0,2404.0
16,7,0.743991641,13253.0,0.497959184,0.0,31.2,8488.0,2736.0
16,8,0.71368861,15571.0,0.439183673,0.0,38.92,8487.0,3240.0
16,9,0.742946708,16964.0,0.435918367,0.000386997,47.4,8486.0,3562.0
16,10,0.5830721,17350.0,0.383673469,0.015866873,52.85,8485.0,3664.0
16,11,0.789968652,17376.0,0.336326531,0.066756966,50.0,8484.0,3658.0
16,12,0.747126437,17145.0,0.463673469,0.124613003,51.74,8483.0,3616.0
16,13,0.760710554,16743.0,0.479183673,0.159636223,45.3,8482.0,3507.0
16,14,0.784743992,16727.0,0.453061224,0.192627709,44.9,8481.0,3503.0
16,15,0.785788924,16705.0,0.48,0.198916409,42.4,8480.0,3489.0
16,16,0.785788924,16865.0,0.49877551,0.136900155,41.2,8479.0,3518.0
16,17,0.779519331,17257.0,0.49877551,0.056888545,42.96,8478.0,3606.0
16,18,0.775339603,18138.0,0.417142857,0.015092879,53.0,8477.0,3831.0
16,19,0.773249739,17525.0,0.440816327,0.0,53.42,8476.0,3703.0
16,20,0.774294671,16862.0,0.351020408,0.0,45.02,8475.0,3531.0
16,21,0.773249739,15922.0,0.28,0.0,39.9,8474.0,3317.0
16,22,0.785788924,14977.0,0.419591837,0.0,37.6,8473.0,3112.0
16,23,0.780564263,13758.0,0.411428571,0.0,38.0,8472.0,2860.0
16,24,0.766980146,12697.0,0.32,0.0,35.2,8471.0,2632.0
103,1,0.578892372,10604.0,0.071836735,0.0,42.0,7091.0,2214.0
103,2,0.483803553,10330.0,0.044081633,0.0,35.0,7091.0,2141.0
103,3,0.439916405,10213.0,0.04244898,0.0,35.2,7090.0,2117.0
103,4,0.392894462,10234.0,0.043265306,0.0,32.1,7090.0,2115.0
103,5,0.324973877,10714.0,0.067755102,0.0,35.31,7090.0,2221.0
103,6,0.258098224,12015.0,0.033469388,0.0,42.32,7089.0,2509.0
103,7,0.063740857,13687.0,0.026122449,0.000193498,54.9,7089.0,2896.0
103,8,0.056426332,14697.0,0.020408163,0.017995356,63.65,7089.0,3139.0
103,9,0.024033438,14898.0,0.024489796,0.078366873,75.9,7088.0,3224.0
103,10,0.079414838,14580.0,0.034285714,0.164667183,69.8,7088.0,3135.0
103,11,0.099268548,14542.0,0.039183673,0.249806502,64.92,7088.0,3110.0
103,12,0.146290491,14373.0,0.075102041,0.316563467,51.93,7087.0,3032.0
103,13,0.070010449,14455.0,0.029387755,0.358359133,51.0,7087.0,3046.0
103,14,0.051201672,14379.0,0.076734694,0.377902477,46.2,7086.0,3015.0
103,15,0.052246604,14309.0,0.065306122,0.376547988,39.03,7086.0,2978.0
103,16,0.040752351,14500.0,0.062040816,0.336010062,39.45,7086.0,3019.0
103,17,0.024033438,14860.0,0.091428571,0.259191176,42.4,7085.0,3104.0
103,18,0.024033438,14504.0,0.193469388,0.183630031,46.0,7085.0,3041.0
103,19,0.037617555,14119.0,0.085714286,0.120065789,45.52,7085.0,2958.0
103,20,0.042842215,13989.0,0.047346939,0.062886997,46.49,7084.0,2934.0
103,21,0.08045977,13685.0,0.04244898,0.020510836,44.74,7084.0,2865.0
103,22,0.079414838,12725.0,0.059591837,0.001741486,42.89,7084.0,2659.0
103,23,0.1107628,11892.0,0.076734694,0.0,41.89,7083.0,2482.0
103,24,0.140020899,11012.0,0.118367347,0.0,40.58,7083.0,2296.0
141,1,0.624869383,9699.0,0.209795918,0.0,25.5,6877.0,1991.0
141,2,0.637408568,9465.0,0.271020408,0.0,27.84,6877.0,1947.0
141,3,0.607105538,9319.0,0.279183673,0.0,16.1,6876.0,1894.0
141,4,0.551724138,9243.0,0.257142857,0.0,17.4,6876.0,1881.0
141,5,0.549634274,9121.0,0.244897959,0.0,20.05,6876.0,1862.0
141,6,0.528735632,9119.0,0.264489796,0.000483746,42.1,6876.0,1904.0
141,7,0.430512017,9477.0,0.208979592,0.019156347,28.9,6876.0,1952.0
141,8,0.368861024,9916.0,0.106122449,0.073819659,34.0,6876.0,2053.0
141,9,0.337513062,10396.0,0.102857143,0.16369969,35.0,6876.0,2155.0
141,10,0.26123302,10592.0,0.097959184,0.30127709,39.31,6876.0,2205.0
141,11,0.309299896,10521.0,0.161632653,0.449013158,39.35,6876.0,2190.0
141,12,0.358411703,10438.0,0.207346939,0.580785604,41.7,6875.0,2178.0
141,13,0.358411703,10201.0,0.226938776,0.677341331,56.0,6875.0,2161.0
141,14,0.378265413,10178.0,0.230204082,0.727167183,55.5,6875.0,2155.0
141,15,0.523510972,10395.0,0.208163265,0.728134675,37.4,6875.0,2160.0
141,16,0.599791014,10840.0,0.20244898,0.684017028,35.04,6875.0,2247.0
141,17,0.595611285,11634.0,0.16,0.593266254,40.0,6875.0,2424.0
141,18,0.609195402,12002.0,0.142040816,0.458010836,46.72,6875.0,2518.0
141,19,0.62800418,12048.0,0.140408163,0.310371517,44.0,6875.0,2521.0
141,20,0.640543365,12160.0,0.103673469,0.184791022,42.4,6874.0,2540.0
141,21,0.66353187,12152.0,0.126530612,0.089009288,55.8,6874.0,2574.0
141,22,0.659352142,12041.0,0.16,0.026702786,44.9,6874.0,2521.0
141,23,0.689655172,11285.0,0.204897959,0.001934985,51.28,6874.0,2379.0
141,24,0.646812957,10591.0,0.216326531,0.0,60.17,6874.0,2254.0
212,1,0.4169279,11309.0,0.030204082,0.0,45.98,6997.0,2371.0
212,2,0.210031348,10954.0,0.01877551,0.0,45.25,6997.0,2295.0
212,3,0.119122257,10813.0,0.015510204,0.0,44.34,6998.0,2263.0
212,4,0.066875653,10861.0,0.011428571,0.0,44.03,6998.0,2272.0
212,5,0.083594566,11117.0,0.013877551,0.0,46.07,6998.0,2331.0
212,6,0.081504702,11804.0,0.015510204,0.0,51.91,6998.0,2490.0
212,7,0.059561129,12916.0,0.026122449,0.004450464,62.48,6999.0,2755.0
212,8,0.009404389,13929.0,0.031020408,0.0375387,65.77,6999.0,2982.0
212,9,0.018808777,14372.0,0.039183673,0.120065789,65.9,6999.0,3077.0
212,10,0.073145246,14421.0,0.072653061,0.246807276,62.03,6999.0,3075.0
212,11,0.159874608,14349.0,0.164897959,0.421633127,60.73,7000.0,3055.0
212,12,0.26645768,14090.0,0.174693878,0.598587461,56.65,7000.0,2987.0
212,13,0.024033438,13847.0,0.472653061,0.717782508,54.46,7000.0,2929.0
212,14,0.086729363,13404.0,0.213877551,0.769736842,52.87,7000.0,2830.0
212,15,0.063740857,13361.0,0.114285714,0.779798762,53.1,7001.0,2822.0
212,16,0.131661442,13522.0,0.124081633,0.749613003,54.02,7001.0,2859.0
212,17,0.10553814,13841.0,0.135510204,0.676083591,61.01,7001.0,2948.0
212,18,0.073145246,13674.0,0.165714286,0.561919505,65.06,7001.0,2925.0
212,19,0.10031348,13680.0,0.104489796,0.413409443,65.96,7002.0,2929.0
212,20,0.140020899,13543.0,0.06122449,0.250290248,65.32,7002.0,2898.0
212,21,0.150470219,13310.0,0.033469388,0.11377709,65.32,7002.0,2848.0
212,22,0.10031348,13170.0,0.016326531,0.031540248,63.68,7002.0,2813.0
212,23,0.034482759,12548.0,0.009795918,0.000580495,52.93,7003.0,2650.0
212,24,0.029258098,11666.0,0.001632653,0.0,47.13,7003.0,2449.0
266,1,0.196447231,10083.0,0.071020408,0.0,75.0,7450.0,2180.0
266,2,0.151515152,9806.0,0.040816327,0.0,42.7,7451.0,2049.0
266,3,0.138975967,9639.0,0.029387755,0.0,37.47,7451.0,2003.0
266,4,0.115987461,9587.0,0.024489796,0.0,40.1,7452.0,1997.0
266,5,0.088819227,9614.0,0.022857143,0.0,38.85,7452.0,2001.0
266,6,0.112852665,9817.0,0.015510204,0.0,36.09,7452.0,2037.0
266,7,0.045977011,10118.0,0.010612245,0.0,43.14,7453.0,2115.0
266,8,0.011494253,10774.0,0.009795918,0.000967492,55.1,7453.0,2280.0
266,9,0.01985371,11525.0,0.007346939,0.020801084,58.77,7454.0,2449.0
266,10,0.087774295,12108.0,0.010612245,0.062113003,71.49,7454.0,2608.0
266,11,0.076280042,12547.0,0.011428571,0.082140093,70.51,7455.0,2700.0
266,12,0.085684431,12911.0,0.036734694,0.076044892,69.9,7455.0,2776.0
266,13,0.308254963,13037.0,0.087346939,0.055921053,56.06,7456.0,2762.0
266,14,0.66353187,12843.0,0.105306122,0.044698142,47.64,7456.0,2697.0
266,15,0.76907001,12550.0,0.148571429,0.044698142,40.74,7456.0,2617.0
266,16,0.71368861,12431.0,0.184489796,0.048181115,39.29,7457.0,2588.0
266,17,0.675026123,13105.0,0.119183673,0.050793344,42.7,7457.0,2738.0
266,18,0.854754441,13325.0,0.21877551,0.045859133,75.0,7458.0,2881.0
266,19,0.846394984,13366.0,0.156734694,0.03125,85.53,7458.0,2923.0
266,20,0.884012539,13405.0,0.230204082,0.011803406,101.64,7459.0,2984.0
266,21,0.867293626,12751.0,0.36244898,0.000773994,70.0,7459.0,2742.0
266,22,0.877742947,12098.0,0.311836735,0.0,65.6,7460.0,2589.0
266,23,0.863113898,11269.0,0.392653061,0.0,59.0,7460.0,2395.0
266,24,0.880877743,10632.0,0.390204082,0.0,35.1,7460.0,2204.0
282,1,0.636363636,10479.0,0.164081633,0.0,56.78,7631.0,2222.0
282,2,0.641588297,10241.0,0.137959184,0.0,52.79,7632.0,2162.0
282,3,0.60292581,10251.0,0.113469388,0.0,52.2,7632.0,2163.0
282,4,0.62800418,10348.0,0.097959184,0.0,53.74,7633.0,2187.0
282,5,0.595611285,10819.0,0.111836735,0.0,53.6,7633.0,2286.0
282,6,0.575757576,12152.0,0.100408163,0.0,73.75,7634.0,2624.0
282,7,0.576802508,14273.0,0.105306122,0.0,88.37,7634.0,3131.0
282,8,0.457680251,15183.0,0.127346939,0.0,93.52,7635.0,3350.0
282,9,0.420062696,15304.0,0.133061224,0.023993808,91.27,7635.0,3368.0
282,10,0.323928945,14646.0,0.16244898,0.151315789,79.85,7636.0,3183.0
282,11,0.330198537,13967.0,0.186122449,0.347136223,54.9,7636.0,2956.0
282,12,0.235109718,13551.0,0.189387755,0.475425697,55.0,7637.0,2868.0
282,13,0.178683386,13481.0,0.191020408,0.577592879,58.01,7637.0,2862.0
282,14,0.174503657,13524.0,0.176326531,0.637383901,52.5,7638.0,2855.0
282,15,0.182863114,13701.0,0.169795918,0.658571981,57.54,7638.0,2907.0
282,16,0.133751306,14111.0,0.137959184,0.626064241,67.08,7639.0,3025.0
282,17,0.034482759,14794.0,0.114285714,0.522349071,83.2,7639.0,3227.0
282,18,0.008359457,14696.0,0.093877551,0.351393189,90.0,7639.0,3230.0
282,19,0.009404389,15234.0,0.087346939,0.155476006,110.28,7640.0,3424.0
282,20,0.015673981,14848.0,0.088163265,0.026702786,92.55,7640.0,3272.0
282,21,0.02507837,13968.0,0.084897959,0.0,80.19,7641.0,3037.0
282,22,0.03030303,12877.0,0.115918367,0.0,69.48,7641.0,2768.0
282,23,0.047021944,11968.0,0.191836735,0.0,56.98,7642.0,2538.0
282,24,0.085684431,11122.0,0.174693878,0.0,55.03,7642.0,2354.0
305,1,0.512016719,11215.0,0.186122449,0.0,44.9,7921.0,2348.0
305,2,0.358411703,10722.0,0.182040816,0.0,42.46,7922.0,2239.0
305,3,0.298850575,10563.0,0.146122449,0.0,44.0,7922.0,2210.0
305,4,0.320794148,10540.0,0.146122449,0.0,41.42,7923.0,2199.0
305,5,0.320794148,10584.0,0.188571429,0.0,41.4,7924.0,2208.0
305,6,0.365726228,11084.0,0.209795918,0.0,44.19,7924.0,2319.0
305,7,0.485893417,12697.0,0.256326531,0.0,49.22,7925.0,2671.0
305,8,0.810867294,14724.0,0.246530612,0.0,51.4,7925.0,3104.0
305,9,0.752351097,15701.0,0.288979592,0.0,51.4,7926.0,3310.0
305,10,0.68338558,15989.0,0.254693878,0.000386997,59.66,7926.0,3401.0
305,11,0.755485893,15730.0,0.251428571,0.101683437,52.0,7927.0,3319.0
305,12,0.615464995,15650.0,0.288979592,0.315595975,55.0,7927.0,3312.0
305,13,0.677115987,15598.0,0.33877551,0.386900155,63.71,7928.0,3332.0
305,14,0.859979101,15890.0,0.373877551,0.354005418,55.37,7929.0,3364.0
305,15,0.882967607,16094.0,0.385306122,0.289086687,53.07,7929.0,3399.0
305,16,0.876698015,16309.0,0.420408163,0.223490712,53.09,7930.0,3445.0
305,17,0.778474399,16652.0,0.422857143,0.16128096,50.38,7930.0,3507.0
305,18,0.811912226,17323.0,0.366530612,0.093846749,62.99,7931.0,3698.0
305,19,0.753396029,16763.0,0.262040816,0.035603715,70.69,7931.0,3608.0
305,20,0.809822362,16234.0,0.265306122,0.006965944,65.0,7932.0,3473.0
305,21,0.771159875,15402.0,0.206530612,0.0,53.98,7932.0,3256.0
305,22,0.722048067,14304.0,0.201632653,0.0,46.18,7933.0,2999.0
305,23,0.622779519,13118.0,0.093877551,0.0,50.7,7934.0,2764.0
305,24,0.584117032,12158.0,0.135510204,0.0,50.7,7934.0,2561.0
355,1,0.742946708,12082.0,0.68,0.0,45.76,8648.0,2532.0
355,2,0.755485893,11567.0,0.700408163,0.0,45.03,8649.0,2422.0
355,3,0.508881923,11192.0,0.708571429,0.0,44.65,8650.0,2343.0
355,4,0.326018809,11011.0,0.760816327,0.0,40.96,8650.0,2296.0
355,5,0.330198537,11088.0,0.779591837,0.0,42.5,8651.0,2316.0
355,6,0.394984326,11664.0,0.779591837,0.0,47.4,8652.0,2449.0
355,7,0.775339603,13126.0,0.779591837,0.0,53.5,8652.0,2774.0
355,8,0.843260188,15263.0,0.768163265,0.0,64.01,8653.0,3261.0
355,9,0.773249739,16911.0,0.746122449,9.67e-5,66.82,8654.0,3624.0
355,10,0.76907001,17528.0,0.684081633,0.001644737,71.68,8654.0,3776.0
355,11,0.786833856,17529.0,0.574693878,0.005224458,65.58,8655.0,3752.0
355,12,0.706374086,17396.0,0.510204082,0.009868421,61.18,8655.0,3706.0
355,13,0.637408568,17103.0,0.493877551,0.017705108,62.71,8656.0,3649.0
355,14,0.612330199,16888.0,0.514285714,0.030185759,58.04,8657.0,3586.0
355,15,0.535005225,16635.0,0.354285714,0.036474458,56.57,8657.0,3526.0
355,16,0.296760711,16459.0,0.327346939,0.025638545,55.44,8658.0,3485.0
355,17,0.199582027,16807.0,0.32,0.00880418,55.73,8659.0,3560.0
355,18,0.079414838,17347.0,0.314285714,0.001354489,70.94,8659.0,3734.0
355,19,0.189132706,16612.0,0.333061224,0.0,61.77,8660.0,3541.0
355,20,0.257053292,15882.0,0.406530612,0.0,53.5,8661.0,3356.0
355,21,0.310344828,15104.0,0.440816327,0.0,53.75,8661.0,3192.0
355,22,0.333333333,14229.0,0.500408163,0.0,53.13,8662.0,3005.0
355,23,0.340647858,13262.0,0.650612245,0.0,51.72,8663.0,2797.0
355,24,0.310344828,12513.0,0.673469388,0.0,50.63,8663.0,2636.0
