period,time_step,WindOffshore,Load,WindOnshore,Solar,Price,LOAD_H2,ELASTICITY_EL
2,1,0.568443052,10553.0,0.030909091,0.0,30.54,8855.0,2177.0
2,2,0.702194356,10089.0,0.152727273,0.0,30.0,8854.0,2080.0
2,3,0.585161964,9844.0,0.16,0.0,33.21,8853.0,2036.0
2,4,0.789968652,9748.0,0.188181818,0.0,32.05,8852.0,2014.0
2,5,0.886102404,9872.0,0.238181818,0.0,31.28,8850.0,2038.0
2,6,0.731452456,10400.0,0.246363636,0.0,31.43,8849.0,2147.0
2,7,0.827586208,11694.0,0.240909091,0.0,37.99,8848.0,2431.0
2,8,0.86520376,13496.0,0.231818182,0.0,45.2,8847.0,2827.0
2,9,0.890282132,15034.0,0.27,0.0,46.31,8846.0,3153.0
2,10,0.82340648,15746.0,0.319090909,0.03911007,48.84,8845.0,3311.0
2,11,0.677115988,15981.0,0.249090909,0.141920375,53.32,8844.0,3376.0
2,12,0.338557992,15934.0,0.180909091,0.217798595,54.53,8843.0,3371.0
2,13,0.785788924,15828.0,0.282727273,0.242037471,53.82,8841.0,3346.0
2,14,0.660397076,15903.0,0.182727273,0.232786885,55.67,8840.0,3368.0
2,15,0.74399164,15887.0,0.207272727,0.184192037,55.98,8839.0,3366.0
2,16,0.585161964,15952.0,0.292727273,0.110655738,56.0,8838.0,3380.0
2,17,0.898641588,16392.0,0.299090909,0.039812646,57.77,8837.0,3479.0
2,18,0.752351096,17535.0,0.186363636,0.004332553,67.66,8836.0,3762.0
2,19,0.831765936,16793.0,0.119090909,0.0,55.1,8835.0,3554.0
2,20,0.760710552,16163.0,0.158181818,0.0,47.94,8833.0,3395.0
2,21,0.52246604,15397.0,0.204545455,0.0,40.99,8832.0,3211.0
2,22,0.505747128,14449.0,0.165454545,0.0,40.25,8831.0,3011.0
2,23,0.685475444,13404.0,0.222727273,0.0,40.99,8830.0,2795.0
2,24,0.4430512,12465.0,0.188181818,0.0,36.84,8829.0,2588.0
26,1,0.254963428,12151.0,0.119090909,0.0,43.85,8261.0,2542.0
26,2,0.476489028,11605.0,0.103636364,0.0,42.06,8260.0,2423.0
26,3,0.555903868,11344.0,0.114545455,0.0,40.02,8259.0,2363.0
26,4,0.5015674,11226.0,0.123636364,0.0,37.92,8258.0,2334.0
26,5,0.455590388,11299.0,0.109090909,0.0,38.49,8257.0,2350.0
26,6,0.359456636,11794.0,0.111818182,0.0,41.41,8256.0,2461.0
26,7,0.40125392,13353.0,0.131818182,0.0,44.71,8255.0,2796.0
26,8,0.376175548,15806.0,0.121818182,0.0,59.03,8254.0,3360.0
26,9,0.397074192,17221.0,0.124545455,0.00117096,60.46,8253.0,3666.0
26,10,0.305120168,17539.0,0.11,0.024473068,68.44,8252.0,3766.0
26,11,0.2507837,17337.0,0.100909091,0.075175644,69.95,8251.0,3728.0
26,12,0.204806688,17074.0,0.124545455,0.118032787,60.0,8250.0,3633.0
26,13,0.204806688,16695.0,0.140909091,0.163583138,54.1,8250.0,3530.0
26,14,0.15047022,16670.0,0.102727273,0.193442623,53.11,8249.0,3521.0
26,15,0.12121212,16645.0,0.132727273,0.189461358,52.1,8248.0,3512.0
26,16,0.217345872,16739.0,0.106363636,0.145901639,55.43,8247.0,3544.0
26,17,0.238244516,16997.0,0.087272727,0.076346604,58.3,8246.0,3610.0
26,18,0.397074192,17867.0,0.092727273,0.018149883,71.42,8245.0,3848.0
26,19,0.330198536,17844.0,0.1,0.000117096,59.9,8244.0,3796.0
26,20,0.225705328,17347.0,0.100909091,0.0,44.9,8243.0,3632.0
26,21,0.234064784,16430.0,0.123636364,0.0,45.87,8242.0,3444.0
26,22,0.27168234,15275.0,0.130909091,0.0,45.02,8241.0,3199.0
26,23,0.204806688,14014.0,0.133636364,0.0,45.1,8240.0,2935.0
26,24,0.179728316,13016.0,0.136363636,0.0,38.85,8239.0,2708.0
122,1,0.041797284,10269.0,0.014545455,0.0,35.0,6957.0,2128.0
122,2,0.045977012,9988.0,0.021818182,0.0,32.4,6957.0,2064.0
122,3,0.016718912,9850.0,0.024545455,0.0,29.52,6956.0,2030.0
122,4,0.012539184,9897.0,0.022727273,0.0,29.28,6956.0,2039.0
122,5,0.012539184,10353.0,0.025454545,0.0,28.4,6956.0,2131.0
122,6,0.012539184,11464.0,0.039090909,0.0,33.95,6956.0,2373.0
122,7,0.004179728,13124.0,0.044545455,0.002576112,38.97,6955.0,2731.0
122,8,0.033437828,14509.0,0.04,0.013583138,39.98,6955.0,3023.0
122,9,0.091954024,15071.0,0.035454545,0.044145199,61.7,6955.0,3212.0
122,10,0.087774296,15217.0,0.035454545,0.076580796,56.0,6955.0,3224.0
122,11,0.054336468,15227.0,0.046363636,0.081030445,49.0,6955.0,3202.0
122,12,0.033437828,14956.0,0.045454545,0.091334895,39.9,6954.0,3116.0
122,13,0.033437828,14975.0,0.098181818,0.115222482,31.8,6954.0,3093.0
122,14,0.05015674,14792.0,0.160909091,0.158196721,31.4,6954.0,3054.0
122,15,0.20062696,14559.0,0.208181818,0.208665105,30.6,6954.0,3004.0
122,16,0.204806688,14553.0,0.178181818,0.235831382,31.44,6953.0,3005.0
122,17,0.438871472,14863.0,0.154545455,0.221779859,35.0,6953.0,3080.0
122,18,0.4723093,14478.0,0.161818182,0.177283372,32.3,6953.0,2992.0
122,19,0.363636364,14185.0,0.209090909,0.120608899,34.38,6953.0,2938.0
122,20,0.292580984,13879.0,0.129090909,0.063466042,36.61,6952.0,2881.0
122,21,0.32183908,13822.0,0.16,0.022014052,32.79,6952.0,2858.0
122,22,0.2507837,12952.0,0.155454545,0.003512881,31.58,6952.0,2675.0
122,23,0.267502612,12001.0,0.178181818,0.0,29.4,6952.0,2473.0
122,24,0.355276908,11070.0,0.127272727,0.0,30.0,6952.0,2282.0
202,1,0.258098224,10797.0,0.070909091,0.0,28.05,6944.0,2222.0
202,2,0.242424242,10473.0,0.041818182,0.0,28.42,6944.0,2156.0
202,3,0.364681296,10275.0,0.036363636,0.0,27.07,6945.0,2112.0
202,4,0.310344828,10281.0,0.056363636,0.0,27.32,6945.0,2114.0
202,5,0.143155695,10409.0,0.057272727,0.0,29.99,6945.0,2146.0
202,6,0.057471264,11224.0,0.043636364,0.0,29.26,6945.0,2312.0
202,7,0.042842215,12594.0,0.041818182,0.009133489,40.06,6945.0,2624.0
202,8,0.032392894,13724.0,0.027272727,0.043911007,41.83,6946.0,2865.0
202,9,0.039707419,14163.0,0.019090909,0.116861827,40.87,6946.0,2953.0
202,10,0.05015674,14224.0,0.005454545,0.233021077,38.44,6946.0,2959.0
202,11,0.038662487,14172.0,0.015454545,0.36206089,39.04,6946.0,2950.0
202,12,0.039707419,13853.0,0.019090909,0.476112412,33.05,6946.0,2865.0
202,13,0.074190178,13848.0,0.016363636,0.547775176,29.23,6947.0,2853.0
202,14,0.065830721,13709.0,0.014545455,0.56088993,30.36,6947.0,2828.0
202,15,0.076280042,13623.0,0.01,0.518032787,30.36,6947.0,2810.0
202,16,0.082549634,13631.0,0.011818182,0.444613583,35.11,6947.0,2825.0
