Datetime,LOAD,WIND_ONSHORE,WIND_OFFSHORE,SOLAR,OTHER,LOAD_H2,ELASTICITY_EL
06/01/21 11:59,382726,0.104725685,0.383073655,0.131066321,98672,223689,80846.2
06/01/21 12:59,377828,0.105271586,0.37434136,0.122652496,95774,223668,80067.0
06/01/21 13:59,372531,0.107657174,0.318569405,0.099099144,93103,223646,79256.9
06/01/21 14:59,369230,0.108645255,0.310410765,0.05871814,92242,223625,78302.2
06/01/21 15:59,372547,0.107285962,0.316593484,0.020989904,97364,223604,79604.1
06/01/21 16:59,381527,0.109382222,0.326026913,0.004448073,105878,223583,81945.7
06/01/21 17:59,386548,0.113525612,0.289058073,0.000410866,110756,223561,80993.2
06/01/21 18:59,383449,0.116364299,0.252280454,0.000357275,109337,223540,81040.0
06/01/21 19:59,371483,0.122942408,0.227422096,0.000366207,99326,223519,77735.6
06/01/21 20:59,358180,0.1244218,0.224490085,0.000366207,88229,223498,75003.7
06/01/21 21:59,347994,0.128701665,0.224362607,0.000366207,82486,223476,72771.6
06/01/21 22:59,336894,0.130355745,0.226784703,0.000366207,78023,223455,70450.4
06/01/21 23:59,324435,0.130017287,0.227103399,0.000366207,74679,223434,67908.9
07/01/21 00:59,323760,0.130137386,0.216586402,0.000366207,78157,223413,67619.0
07/01/21 01:59,322556,0.12806842,0.2148017,0.000357275,78651,223391,67237.0
07/01/21 02:59,322839,0.125950323,0.249794618,0.000366207,80331,223370,67476.0
07/01/21 03:59,326663,0.12486398,0.240679886,0.000357275,82538,223349,68411.1
07/01/21 04:59,330251,0.121899736,0.27101983,0.000366207,81066,223328,69221.2
07/01/21 05:59,347585,0.121730507,0.294794618,0.000357275,83398,223307,72904.1
07/01/21 06:59,369864,0.122161769,0.272549575,0.001705988,91292,223285,78553.2
07/01/21 07:59,392290,0.121195524,0.272294618,0.013987315,103296,223264,85410.4
07/01/21 08:59,405156,0.120409426,0.25463881,0.036567093,109639,223243,88189.5
07/01/21 09:59,409800,0.120278409,0.207280454,0.069230957,109910,223222,89068.6
07/01/21 10:59,411601,0.116271495,0.217542493,0.09326663,109413,223201,89794.7
07/01/21 11:59,410946,0.11337276,0.206770538,0.107718403,106796,223179,89530.7
07/01/21 12:59,407864,0.11259758,0.219199717,0.09722345,105083,223158,88628.5
07/01/21 13:59,402707,0.110708762,0.198165722,0.076698004,102660,223137,87583.1
07/01/21 14:59,399233,0.108819943,0.185800283,0.044846941,103585,223116,87127.9
07/01/21 15:59,402713,0.111533072,0.194532578,0.01696163,107376,223095,88477.2
07/01/21 16:59,411176,0.118012919,0.26898017,0.004242641,115521,223073,91372.4
07/01/21 17:59,413495,0.127205896,0.284277621,0.000526981,117643,223052,89890.2
07/01/21 18:59,408340,0.137534346,0.245269121,0.000473389,112869,223031,87149.7
07/01/21 19:59,392622,0.142676735,0.211550991,0.000473389,103978,223010,82138.5
07/01/21 20:59,375583,0.145313438,0.192174221,0.000473389,93324,222989,78730.3
07/01/21 21:59,361329,0.145438996,0.181338527,0.000482321,85277,222968,76112.5
07/01/21 22:59,347064,0.142240015,0.160432011,0.000482321,79673,222946,72448.4
07/01/21 23:59,339240,0.140880721,0.168080737,0.000473389,79643,222925,71075.5
08/01/21 00:59,335229,0.143730325,0.163364023,0.000491253,80342,222904,69994.7
08/01/21 01:59,336097,0.146377946,0.16361898,0.000482321,82870,222883,70195.0
08/01/21 02:59,333819,0.149107451,0.15648017,0.000491253,81971,222862,69695.9
08/01/21 03:59,335487,0.150870713,0.143859774,0.000491253,83082,222841,70173.1
08/01/21 04:59,342564,0.152459285,0.129390935,0.000482321,84664,222820,71980.1
08/01/21 05:59,358540,0.156264216,0.134617564,0.000482321,86329,222799,76101.3
08/01/21 06:59,379273,0.159310345,0.150871105,0.001732784,94678,222777,81996.1
08/01/21 07:59,397969,0.157650805,0.156671388,0.013755086,103391,222756,88786.8
08/01/21 08:59,408970,0.154206168,0.14111898,0.040622164,110047,222735,91949.9
08/01/21 09:59,413637,0.148867255,0.149915014,0.082494789,112048,222714,92948.0
08/01/21 10:59,413289,0.145018652,0.147429178,0.108665181,109935,222693,92543.3
08/01/21 11:59,412463,0.143517424,0.114985836,0.123375978,107954,222672,91900.4
08/01/21 12:59,407355,0.14309708,0.104596317,0.119160133,104796,222651,90283.6
08/01/21 13:59,400773,0.141186425,0.099560906,0.090524544,103219,222630,88568.6
08/01/21 14:59,396656,0.144947685,0.115177054,0.048902011,102807,222609,87699.5
08/01/21 15:59,397952,0.148528796,0.113456091,0.014031974,105052,222587,87945.2
08/01/21 16:59,405686,0.154948595,0.11970255,0.003251202,110193,222566,91165.4
08/01/21 17:59,408859,0.164332636,0.113583569,0.000500185,112713,222545,89607.0
08/01/21 18:59,405304,0.168956419,0.111862607,0.000464458,110244,222524,85943.2
08/01/21 19:59,389249,0.168224911,0.075531162,0.000464458,100924,222503,81526.7
08/01/21 20:59,371785,0.165877537,0.072790368,0.000455526,90488,222482,77851.0
08/01/21 21:59,357147,0.164600127,0.064567989,0.000464458,81766,222461,74894.0
08/01/21 22:59,346558,0.163273587,0.051055241,0.000464458,79270,222440,72441.1
08/01/21 23:59,333401,0.162733145,0.064695468,0.000464458,78207,222419,70239.2
09/01/21 00:59,325160,0.161526704,0.055644476,0.000464458,76082,222398,68354.0
09/01/21 01:59,324140,0.162585752,0.044043909,0.000455526,77174,222377,68098.1
09/01/21 02:59,322284,0.166701847,0.044808782,0.000446594,77417,222356,67795.7
09/01/21 03:59,321283,0.168819944,0.045254957,0.000446594,76049,222335,67612.2
09/01/21 04:59,322560,0.168164862,0.040410765,0.000455526,76311,222314,67707.8
09/01/21 05:59,326859,0.167520699,0.031487252,0.00042873,77134,222293,68575.7
09/01/21 06:59,332867,0.167171322,0.021926345,0.001304054,77492,222272,70113.4
09/01/21 07:59,347238,0.165844782,0.034228045,0.010762909,82093,222251,73864.7
09/01/21 08:59,359356,0.163557456,0.036905099,0.033637438,86688,222230,77025.8
09/01/21 09:59,364932,0.158704394,0.040155808,0.07196411,87271,222209,78287.2
09/01/21 10:59,368521,0.154468202,0.032825779,0.107602288,88245,222188,79081.8
09/01/21 11:59,370321,0.156979346,0.033208215,0.124349552,87672,222167,79383.7
09/01/21 12:59,365533,0.161199163,0.023838527,0.116936096,83384,222146,77982.9
09/01/21 13:59,362271,0.163268129,0.021352691,0.092623535,83420,222125,77078.9
09/01/21 14:59,361034,0.1649768,0.025240793,0.056315467,84721,222104,76815.7
09/01/21 15:59,361341,0.164998635,0.029830028,0.023365783,87510,222083,77109.1
09/01/21 16:59,371133,0.164856701,0.033144476,0.008315575,96873,222062,79806.7
09/01/21 17:59,376923,0.169038304,0.032379603,0.001375509,101426,222041,81232.5
09/01/21 18:59,374433,0.171243745,0.029256374,0.00042873,99823,222020,80432.4
09/01/21 19:59,365539,0.175518151,0.032315864,0.000419798,91690,221999,77995.0
09/01/21 20:59,352058,0.174049677,0.043087819,0.000410866,84912,221978,74368.8
09/01/21 21:59,341387,0.174049677,0.059150142,0.000410866,79072,221957,72233.6
09/01/21 22:59,330884,0.175354381,0.094716714,0.000410866,74317,221936,69295.1
09/01/21 23:59,318921,0.17447548,0.13398017,0.000410866,70260,221915,67263.0
10/01/21 00:59,309566,0.173378219,0.166550991,0.000401934,67984,221894,64880.2
10/01/21 01:59,305207,0.175365299,0.232903683,0.000401934,66394,221873,64004.8
10/01/21 02:59,304937,0.181059048,0.262478753,0.000410866,66969,221852,63954.2
10/01/21 03:59,306601,0.18060595,0.321628895,0.000410866,68113,221831,64297.2
10/01/21 04:59,308982,0.181997998,0.336735128,0.000410866,68773,221810,64732.0
10/01/21 05:59,313658,0.183799472,0.375106233,0.000401934,70782,221789,65777.1
10/01/21 06:59,315221,0.185650078,0.368031162,0.001223667,69440,221768,66091.0
10/01/21 07:59,320722,0.186305159,0.362613315,0.009655357,70585,221747,67743.6
10/01/21 08:59,332459,0.187058502,0.351331445,0.034128691,73051,221726,70130.2
10/01/21 09:59,345994,0.182380129,0.36509915,0.081038894,77780,221705,72626.8
10/01/21 10:59,353547,0.18237467,0.374213881,0.124921192,79186,221684,74282.4
10/01/21 11:59,357681,0.184006914,0.402259207,0.150555671,80046,221663,75009.1
10/01/21 12:59,355017,0.187276863,0.418385269,0.159425023,77352,221642,74568.5
10/01/21 13:59,350213,0.192670367,0.422719547,0.132406103,76145,221622,73976.7
10/01/21 14:59,348477,0.201290146,0.376954674,0.086433746,76301,221601,73740.0
10/01/21 15:59,354915,0.213807661,0.33348442,0.035450609,82778,221580,75235.3
10/01/21 16:59,362496,0.229966336,0.326409349,0.011093387,88751,221559,77298.7
10/01/21 17:59,370559,0.243575653,0.268279037,0.001402304,93579,221538,79129.4
10/01/21 18:59,370510,0.251594942,0.24546034,0.000786004,93558,221517,78434.7
10/01/21 19:59,362877,0.259799837,0.213399434,0.000464458,88153,221496,76238.7
10/01/21 20:59,353087,0.262944227,0.22302408,0.000410866,81567,221475,74095.4
10/01/21 21:59,343944,0.25723956,0.234688386,0.000419798,77224,221454,72031.7
10/01/21 22:59,336522,0.25574379,0.288038244,0.000419798,75002,221433,70483.2
10/01/21 23:59,322955,0.251120007,0.372365439,0.000419798,69034,221413,67829.9
11/01/21 00:59,324195,0.251884269,0.530694051,0.000419798,71863,221392,67972.5
11/01/21 01:59,326066,0.25663361,0.613172804,0.000348343,72702,221371,68309.7
11/01/21 02:59,325859,0.263981439,0.657854107,0.000339412,72635,221350,68213.4
11/01/21 03:59,329773,0.26939132,0.666713881,0.000348343,73987,221329,69032.0
11/01/21 04:59,339644,0.274413611,0.666203966,0.000348343,75761,221308,71011.4
11/01/21 05:59,358405,0.288055682,0.675764872,0.000401934,78939,221287,74995.0
11/01/21 06:59,390843,0.298154854,0.646827196,0.000946778,94526,221267,82456.3
11/01/21 07:59,411320,0.308352289,0.640516997,0.010575339,105439,221246,87435.8
11/01/21 08:59,422164,0.314903102,0.670474504,0.054037839,105644,221225,89744.8
11/01/21 09:59,424497,0.313991447,0.661869689,0.125912631,101368,221204,89556.3
11/01/21 10:59,424825,0.316415249,0.657216714,0.169312607,96530,221183,89073.0
11/01/21 11:59,423918,0.32193431,0.688958924,0.18457718,93084,221162,88834.5
11/01/21 12:59,419617,0.330177418,0.671494334,0.181674321,89358,221142,87887.1
11/01/21 13:59,417169,0.335538167,0.672195468,0.15788874,88134,221121,87447.6
11/01/21 14:59,414606,0.344769357,0.671876771,0.109817393,89030,221100,86834.8
11/01/21 15:59,413642,0.358258576,0.671558073,0.05766418,91003,221079,86708.3
11/01/21 16:59,423395,0.373079793,0.626876771,0.021900956,99343,221058,89323.8
11/01/21 17:59,427792,0.386323356,0.635417847,0.002965383,104278,221037,89529.0
11/01/21 18:59,422397,0.403142571,0.622160057,0.000678822,100318,221017,88045.2
11/01/21 19:59,409885,0.407864616,0.615849858,0.000526981,91613,220996,85245.3
11/01/21 20:59,394556,0.416402511,0.618271955,0.000500185,85240,220975,82638.2
11/01/21 21:59,376779,0.413116186,0.615594901,0.000500185,77024,220954,78033.1
11/01/21 22:59,362291,0.414546447,0.62802408,0.000491253,68966,220934,74498.7
11/01/21 23:59,347009,0.41922482,0.635481587,0.000491253,65181,220913,71139.7
12/01/21 00:59,344534,0.42480939,0.680672804,0.000491253,64438,220892,70645.4
12/01/21 01:59,342925,0.421190065,0.584681303,0.000491253,65788,220871,69949.7
12/01/21 02:59,340335,0.417166772,0.559950425,0.000384071,66677,220850,69767.9
12/01/21 03:59,339682,0.410015467,0.525913598,0.000357275,67501,220830,69833.1
12/01/21 04:59,348746,0.404550996,0.490028329,0.000357275,72577,220809,72367.5
12/01/21 05:59,367834,0.404894914,0.498760623,0.000357275,75156,220788,77251.7
12/01/21 06:59,397479,0.390543171,0.492131728,0.001438032,87634,220767,84570.0
12/01/21 07:59,416573,0.373079793,0.500417847,0.015068071,97115,220747,88883.1
12/01/21 08:59,425012,0.359939951,0.532415014,0.054859571,100856,220726,92709.3
12/01/21 09:59,429053,0.345282504,0.548987252,0.117123665,99895,220705,92368.8
12/01/21 10:59,429355,0.329118369,0.569192635,0.162801271,97153,220684,91077.9
12/01/21 11:59,426330,0.321475753,0.609667139,0.182522849,93657,220664,90553.4
12/01/21 12:59,423229,0.32469657,0.652308782,0.182746146,91545,220643,89419.9
12/01/21 13:59,417375,0.322087163,0.626813032,0.156406048,89739,220622,87834.2
12/01/21 14:59,413407,0.321372032,0.622669972,0.111728814,89589,220601,87376.1
12/01/21 15:59,414849,0.321115458,0.642237961,0.061531681,93182,220581,89025.3
12/01/21 16:59,421087,0.320684197,0.640771955,0.024410813,100541,220560,92261.7
12/01/21 17:59,424554,0.323157128,0.653456091,0.003724592,104243,220539,90561.9
12/01/21 18:59,419306,0.323053407,0.642811614,0.000991438,101341,220519,88582.7
12/01/21 19:59,404455,0.318713493,0.611898017,0.00057164,94566,220498,85445.2
12/01/21 20:59,386396,0.318194887,0.57167847,0.000446594,86838,220477,81725.0
12/01/21 21:59,369580,0.311403876,0.527060906,0.000446594,80546,220456,77675.5
12/01/21 22:59,355797,0.311742335,0.558803116,0.000446594,75483,220436,74566.3
12/01/21 23:59,347470,0.316142298,0.555042493,0.000446594,75808,220415,72967.2
13/01/21 00:59,337010,0.311955236,0.56766289,0.000446594,72676,220394,70822.7
13/01/21 01:59,333778,0.314171595,0.586402267,0.000446594,72318,220374,70092.0
13/01/21 02:59,337945,0.324085161,0.618271955,0.000446594,75027,220353,70405.2
13/01/21 03:59,339012,0.324008735,0.574737961,0.000446594,76028,220332,70260.1
13/01/21 04:59,345268,0.327906469,0.611069405,0.000446594,76207,220312,72504.8
13/01/21 05:59,362789,0.329811665,0.601189802,0.000455526,79326,220291,76578.2
13/01/21 06:59,392652,0.334844873,0.582195468,0.003340521,92519,220270,83631.9
13/01/21 07:59,410104,0.335756528,0.628852691,0.022097456,99676,220250,87070.9
13/01/21 08:59,421778,0.338655263,0.617443343,0.079475816,102683,220229,89464.0
13/01/21 09:59,422945,0.340784278,0.583406516,0.162703021,97313,220208,89327.8
13/01/21 10:59,425160,0.350965336,0.573654391,0.21069398,96161,220188,89601.7
13/01/21 11:59,421587,0.35911564,0.552811614,0.23166602,92678,220167,88717.8
13/01/21 12:59,418981,0.370437631,0.582004249,0.219188192,89871,220146,88302.3
13/01/21 13:59,416704,0.373887726,0.572507082,0.184434269,90009,220126,88107.4
13/01/21 14:59,413293,0.373500137,0.540764872,0.124099459,91042,220105,87664.2
13/01/21 15:59,415628,0.380651442,0.507811614,0.065238409,95373,220084,91438.3
13/01/21 16:59,422337,0.389762533,0.509277621,0.02554516,101334,220064,96327.2
13/01/21 17:59,423452,0.390242926,0.489645893,0.004055071,105691,220043,91163.0
13/01/21 18:59,417836,0.384150668,0.482953258,0.00128619,102592,220023,89185.9
13/01/21 19:59,404036,0.373385498,0.476770538,0.000741345,94429,220002,85428.9
13/01/21 20:59,387900,0.365055045,0.449745043,0.000705619,88526,219981,82973.3
13/01/21 21:59,372909,0.34690383,0.442478753,0.000500185,82926,219961,78606.5
13/01/21 22:59,360097,0.338906378,0.487223796,0.000482321,77922,219940,76138.5
13/01/21 23:59,350691,0.33497589,0.507811614,0.000482321,76738,219919,76645.4
14/01/21 00:59,342128,0.334839414,0.481805949,0.000482321,74372,219899,72874.6
14/01/21 01:59,338723,0.324401783,0.430368272,0.000446594,75815,219878,71173.8
14/01/21 02:59,338553,0.30977709,0.486331445,0.000348343,78514,219858,71284.1
14/01/21 03:59,340095,0.301015376,0.431451842,0.000339412,80224,219837,71149.6
14/01/21 04:59,348371,0.296391593,0.425715297,0.000339412,81566,219817,73098.1
14/01/21 05:59,367913,0.288017469,0.487924929,0.000348343,85612,219796,78282.7
14/01/21 06:59,393769,0.277399691,0.434575071,0.00409973,91703,219775,85592.7
14/01/21 07:59,409301,0.25745792,0.341324363,0.027224353,99614,219755,89839.8
14/01/21 08:59,416239,0.241179147,0.358788952,0.077716238,102867,219734,91407.8
14/01/21 09:59,420606,0.226194159,0.364971671,0.142516985,102174,219714,92403.3
14/01/21 10:59,421720,0.213310891,0.355793201,0.181075884,101951,219693,92792.8
14/01/21 11:59,419736,0.209402239,0.320609066,0.194089626,100779,219673,92123.1
14/01/21 12:59,415556,0.211520335,0.297726629,0.182326347,97310,219652,91040.9
14/01/21 13:59,410365,0.215106906,0.317103399,0.152904754,94168,219631,89597.4
14/01/21 14:59,409257,0.225500864,0.264327196,0.102734417,96128,219611,88965.0
14/01/21 15:59,409999,0.230708762,0.238066573,0.054511228,100982,219590,89462.8
