Datetime,LOAD,WIND_ONSHORE,WIND_OFFSHORE,SOLAR,OTHER,LOAD_H2,ELASTICITY_EL
08/02/21 19:59,397776,0.308084797,0.747790368,8.93E-05,107524,207891,83731.7
08/02/21 20:59,381463,0.297576199,0.760729462,8.04E-05,99250,207873,80072.8
08/02/21 21:59,368198,0.284338094,0.778385269,8.04E-05,94209,207855,77099.8
08/02/21 22:59,356816,0.276384315,0.775198301,8.04E-05,89037,207837,74602.4
08/02/21 23:59,349079,0.263817669,0.775708215,8.93E-05,88191,207818,73235.9
09/02/21 00:59,346013,0.255983987,0.791770538,8.04E-05,89443,207800,72577.5
09/02/21 01:59,345036,0.249695205,0.791133144,8.04E-05,90807,207782,72374.8
09/02/21 02:59,344820,0.247871895,0.789603399,8.04E-05,91144,207764,72293.1
09/02/21 03:59,346579,0.25049768,0.779978753,8.04E-05,91535,207746,72688.5
09/02/21 04:59,352976,0.25298699,0.781317281,8.04E-05,91086,207728,74152.3
09/02/21 05:59,369041,0.262824129,0.764043909,0.000509117,93736,207710,77954.6
09/02/21 06:59,395212,0.272049859,0.778002833,0.007520638,103905,207691,84718.5
09/02/21 07:59,411417,0.276897461,0.782783286,0.028751702,111892,207673,89500.7
09/02/21 08:59,421462,0.27027568,0.779213881,0.061236929,117732,207655,91687.0
09/02/21 09:59,422715,0.26905832,0.774688386,0.097205586,115107,207637,91892.6
09/02/21 10:59,421997,0.268419616,0.72815864,0.128190258,113592,207619,91099.8
09/02/21 11:59,417745,0.264227095,0.647655808,0.135630509,110539,207601,89373.5
09/02/21 12:59,412984,0.264712947,0.541720963,0.120741075,107519,207583,88767.0
09/02/21 13:59,406830,0.262141753,0.500417847,0.102618302,103927,207565,87504.4
09/02/21 14:59,404356,0.26724047,0.46944051,0.0732503,104003,207547,87128.8
09/02/21 15:59,403890,0.269631517,0.485694051,0.035361291,106371,207528,86953.4
09/02/21 16:59,411011,0.265509963,0.479830028,0.008905079,113813,207510,89259.0
09/02/21 17:59,421585,0.265771995,0.500417847,0.001027166,121645,207492,91648.9
09/02/21 18:59,418525,0.270182877,0.545927762,8.93E-05,118421,207474,90394.2
09/02/21 19:59,405679,0.274992267,0.582322946,8.04E-05,110463,207456,86771.6
09/02/21 20:59,388747,0.273174415,0.607117564,7.15E-05,102949,207438,82415.8
09/02/21 21:59,374338,0.267065781,0.621650142,6.26E-05,96067,207420,79281.2
09/02/21 22:59,364247,0.260291147,0.604759207,7.15E-05,94577,207402,76690.8
09/02/21 23:59,358959,0.259543263,0.559886685,8.04E-05,94377,207384,75689.8
10/02/21 00:59,356069,0.246583569,0.52361898,8.04E-05,95502,207366,74926.4
10/02/21 01:59,354090,0.238100264,0.484355525,8.04E-05,95831,207348,74416.0
10/02/21 02:59,352829,0.233722137,0.483271955,8.04E-05,96510,207330,74084.8
10/02/21 03:59,354368,0.231549449,0.464915014,9.81E-05,97194,207312,74422.0
10/02/21 04:59,359222,0.242238195,0.467910765,7.15E-05,95917,207294,75562.1
10/02/21 05:59,375459,0.25541079,0.485120397,0.000866391,97570,207275,79884.9
10/02/21 06:59,399626,0.264287144,0.572443343,0.007547433,107059,207257,86534.7
10/02/21 07:59,412727,0.261617687,0.58601983,0.031029331,113000,207239,90942.1
10/02/21 08:59,422235,0.254209808,0.539617564,0.073330687,117132,207221,93686.3
10/02/21 09:59,423716,0.248166682,0.468739377,0.115899999,115963,207203,93502.5
10/02/21 10:59,421468,0.247795469,0.431706799,0.147849313,112472,207185,92459.6
10/02/21 11:59,417838,0.243613866,0.363760623,0.164435803,109655,207167,90833.4
10/02/21 12:59,412453,0.241954326,0.348654391,0.167749529,104408,207149,89266.8
10/02/21 13:59,407944,0.2377891,0.332464589,0.150680718,102449,207131,88200.3
10/02/21 14:59,406204,0.232897826,0.316147309,0.12062496,103839,207113,87941.0
10/02/21 15:59,404373,0.225222455,0.336543909,0.067891176,106371,207095,87924.4
10/02/21 16:59,410573,0.220866163,0.349865439,0.021981343,114530,207077,90649.2
10/02/21 17:59,419926,0.212459285,0.394419263,0.004448073,123051,207059,94350.6
10/02/21 18:59,419372,0.21607861,0.404490085,0.000660959,121263,207041,91976.6
10/02/21 19:59,405740,0.22221454,0.358661473,0.000553776,111346,207023,87562.9
10/02/21 20:59,390089,0.229573287,0.316529745,0.000401934,103050,207005,83369.3
10/02/21 21:59,377549,0.230266581,0.283958924,0.00028582,98922,206987,80038.4
10/02/21 22:59,365756,0.230168319,0.203966006,0.000241161,95912,206969,76807.2
10/02/21 23:59,361080,0.228759895,0.198611898,0.000178637,95098,206951,76470.8
11/02/21 00:59,361949,0.22961696,0.174072238,0.00014291,98299,206933,76451.7
11/02/21 01:59,359662,0.229464107,0.163427762,0.00014291,98139,206915,75734.3
11/02/21 02:59,360177,0.229682468,0.15233711,0.00014291,99526,206898,75829.9
11/02/21 03:59,360772,0.231303794,0.171395184,0.00014291,99545,206880,75953.6
11/02/21 04:59,363866,0.235441725,0.17490085,0.000133978,97020,206862,77205.6
11/02/21 05:59,375081,0.235376217,0.185609066,0.000518049,97241,206844,80740.7
11/02/21 06:59,400059,0.23574743,0.20555949,0.00595756,110161,206826,89293.9
11/02/21 07:59,416891,0.231074516,0.204220963,0.041470692,118230,206808,96581.9
11/02/21 08:59,424265,0.219233919,0.230481587,0.104449336,118615,206790,97891.1
11/02/21 09:59,422740,0.210565008,0.21371813,0.164819874,113670,206772,93748.5
11/02/21 10:59,420041,0.208616141,0.203966006,0.210211658,107553,206754,92471.2
11/02/21 11:59,415488,0.208927304,0.182422096,0.227548427,104249,206736,90374.6
11/02/21 12:59,411878,0.213409153,0.153675637,0.219688376,102080,206718,88833.8
11/02/21 13:59,405758,0.217759985,0.153611898,0.20044912,98566,206700,87297.3
11/02/21 14:59,402526,0.220860704,0.164001416,0.150171601,98820,206682,86744.7
11/02/21 15:59,402705,0.222809572,0.181402267,0.077073143,103537,206664,87281.8
11/02/21 16:59,407716,0.218202165,0.207471671,0.017890545,111847,206647,90103.0
11/02/21 17:59,420178,0.222443817,0.268597733,0.003697796,121373,206629,96986.2
11/02/21 18:59,419195,0.229081976,0.358215297,0.000991438,117410,206611,93083.1
11/02/21 19:59,407551,0.236397052,0.406402267,0.000982506,108071,206593,88055.4
11/02/21 20:59,392024,0.243024293,0.423675637,0.000982506,98717,206575,83613.9
11/02/21 21:59,380728,0.248303157,0.451720963,0.000982506,93934,206557,80928.5
11/02/21 22:59,371063,0.253227186,0.417620397,0.000982506,91238,206539,78283.3
11/02/21 23:59,362560,0.257425166,0.378803116,0.000982506,89890,206521,76197.7
12/02/21 00:59,363942,0.262447457,0.365927762,0.000991438,92372,206503,76546.0
12/02/21 01:59,364233,0.267830042,0.348335694,0.000991438,94607,206486,76617.7
12/02/21 02:59,361921,0.268141207,0.344766289,0.000982506,93839,206468,75978.0
12/02/21 03:59,364275,0.267076699,0.382946176,0.000982506,94847,206450,76335.9
12/02/21 04:59,369351,0.268250387,0.421954674,0.000982506,94101,206432,77432.1
12/02/21 05:59,384011,0.273218088,0.435084986,0.001750648,96581,206414,81957.3
12/02/21 06:59,403685,0.272977891,0.434128895,0.010548543,103648,206396,87302.1
12/02/21 07:59,418664,0.270024566,0.457648726,0.043721525,112048,206379,90960.5
12/02/21 08:59,426976,0.259936312,0.484929178,0.108441885,112117,206361,92831.0
12/02/21 09:59,426182,0.247151306,0.493087819,0.178664279,106469,206343,91750.7
12/02/21 10:59,424575,0.240354836,0.47243626,0.22070661,104343,206325,89230.2
12/02/21 11:59,420027,0.246507143,0.453505666,0.241955538,99147,206307,88183.5
12/02/21 12:59,415344,0.258244018,0.446430595,0.240696145,97103,206289,87195.8
12/02/21 13:59,409187,0.264298062,0.447641643,0.213811204,95352,206272,85908.6
12/02/21 14:59,405516,0.268992813,0.449745043,0.167463708,94939,206254,85085.2
12/02/21 15:59,405963,0.271864253,0.439291785,0.10579805,98709,206236,85909.0
12/02/21 16:59,410254,0.267136748,0.432535411,0.046615451,105222,206218,88344.5
12/02/21 17:59,420155,0.285593667,0.447832861,0.013496063,113210,206200,91333.1
12/02/21 18:59,416967,0.303335456,0.436168555,0.002134718,109941,206183,89461.6
12/02/21 19:59,403933,0.311856974,0.424950425,0.001366577,104298,206165,85721.6
12/02/21 20:59,387741,0.315285233,0.397096317,0.001205803,96240,206147,81763.9
12/02/21 21:59,374897,0.304066964,0.380842776,0.001205803,92730,206129,79182.4
12/02/21 22:59,362518,0.292663088,0.362422096,0.001205803,88484,206111,76202.5
12/02/21 23:59,349339,0.286314257,0.334759207,0.001205803,86859,206094,73395.9
13/02/21 00:59,346114,0.282853244,0.307415014,0.001205803,88047,206076,72647.4
13/02/21 01:59,344100,0.27574561,0.291543909,0.001205803,88266,206058,72215.6
13/02/21 02:59,342639,0.267649896,0.273760623,0.00118794,90240,206040,71800.5
13/02/21 03:59,340938,0.262649441,0.243803116,0.001089689,90019,206023,71376.7
13/02/21 04:59,339082,0.25618597,0.210722379,0.001080757,88595,206005,71043.2
13/02/21 05:59,342904,0.260575016,0.222896601,0.001438032,88858,205987,71866.5
13/02/21 06:59,350542,0.258189428,0.234688386,0.006422018,89894,205969,73674.2
13/02/21 07:59,362782,0.251136384,0.221685552,0.035111198,94227,205952,77189.3
13/02/21 08:59,373994,0.236413429,0.215630312,0.113086459,97207,205934,79959.4
13/02/21 09:59,382143,0.228022928,0.210594901,0.196206479,97801,205916,81237.0
13/02/21 10:59,381890,0.223748521,0.216395184,0.255076462,94919,205898,79751.5
13/02/21 11:59,379132,0.22602493,0.205878187,0.282640226,91600,205881,79175.5
13/02/21 12:59,372963,0.228585206,0.207407932,0.290544935,88590,205863,77887.2
13/02/21 13:59,365545,0.229545992,0.221558073,0.269939101,86105,205845,76338.1
13/02/21 14:59,359411,0.222345555,0.209256374,0.215320691,85874,205828,75459.0
13/02/21 15:59,358429,0.217148576,0.219135977,0.134210341,90790,205810,75538.3
13/02/21 16:59,367483,0.219566919,0.253682719,0.055386552,101048,205792,78553.9
13/02/21 17:59,381870,0.240578655,0.305184136,0.015246709,111540,205774,82384.8
13/02/21 18:59,385309,0.263244473,0.334759207,0.002974315,110753,205757,82773.1
13/02/21 19:59,375756,0.274451824,0.379567989,0.001589873,102016,205739,79287.6
13/02/21 20:59,363223,0.277219544,0.402832861,0.00128619,94054,205721,76083.6
13/02/21 21:59,352355,0.275450823,0.406593484,0.001152212,89969,205704,73834.9
13/02/21 22:59,336278,0.268698026,0.433364023,0.001125416,84496,205686,70240.8
13/02/21 23:59,331965,0.26685288,0.460899434,0.000973574,84936,205668,69460.4
14/02/21 00:59,327009,0.260847967,0.468930595,0.000911051,85184,205651,68340.4
14/02/21 01:59,323296,0.251562187,0.457839943,0.000893188,84912,205633,67529.2
14/02/21 02:59,323451,0.251780548,0.458732295,0.000893188,86207,205615,67589.8
14/02/21 03:59,316362,0.251949777,0.452422096,0.000911051,84776,205598,66071.9
14/02/21 04:59,322157,0.256649987,0.433236544,0.001009302,85516,205580,67266.0
14/02/21 05:59,323212,0.257397871,0.419787536,0.001205803,85757,205562,67508.8
14/02/21 06:59,326538,0.261623147,0.470715297,0.004966123,85663,205545,68204.2
14/02/21 07:59,339611,0.269140206,0.501565156,0.054502295,88405,205527,71155.5
14/02/21 08:59,352497,0.260018196,0.541466006,0.16398921,88850,205509,73768.8
14/02/21 09:59,363271,0.253014285,0.577096317,0.264981911,89548,205492,75982.2
14/02/21 10:59,368702,0.250350287,0.574419263,0.331569033,90757,205474,76945.2
14/02/21 11:59,368122,0.245704667,0.569511331,0.35857902,89876,205456,76694.5
14/02/21 12:59,365697,0.247484305,0.601126062,0.352853689,89877,205439,76389.0
14/02/21 13:59,362895,0.250639614,0.620566573,0.313705283,92819,205421,75721.4
14/02/21 14:59,354159,0.254788464,0.632358357,0.23895443,90803,205404,73997.4
14/02/21 15:59,349573,0.262676735,0.683668555,0.13596992,90866,205386,73209.0
14/02/21 16:59,359345,0.286439814,0.714709632,0.049339672,96765,205368,75969.0
14/02/21 17:59,372712,0.320018197,0.712988669,0.012861899,102954,205351,79486.5
14/02/21 18:59,376343,0.349606041,0.722932011,0.002983246,102745,205333,79560.9
14/02/21 19:59,369040,0.357434265,0.727839943,0.002313356,97736,205316,77366.9
14/02/21 20:59,361425,0.364607406,0.719617564,0.001920353,92240,205298,75564.5
14/02/21 21:59,353870,0.359978164,0.716558073,0.00147376,88582,205280,73876.8
14/02/21 22:59,345326,0.358111182,0.718788952,0.00033048,84067,205263,71877.8
14/02/21 23:59,334707,0.341122737,0.721848442,0.000133978,80663,205245,69618.9
15/02/21 00:59,334706,0.34282049,0.717067989,0.000133978,81249,205228,69524.7
15/02/21 01:59,336029,0.344168865,0.713626062,0.000133978,81761,205210,69793.0
15/02/21 02:59,336292,0.341728687,0.717705383,0.000133978,82447,205193,69642.3
15/02/21 03:59,338752,0.347542535,0.715347025,0.000133978,82908,205175,69938.8
15/02/21 04:59,345488,0.352188154,0.704320114,0.00014291,83924,205157,71918.2
15/02/21 05:59,368764,0.370737877,0.711968838,0.000419798,89481,205140,77362.5
15/02/21 06:59,395369,0.379903558,0.674681303,0.007752867,99651,205122,84049.5
15/02/21 07:59,412208,0.379788918,0.678633144,0.062630302,103168,205105,87934.9
15/02/21 08:59,421658,0.370847057,0.702917847,0.156021978,103184,205087,89582.0
15/02/21 09:59,424746,0.357204986,0.717896601,0.235426339,99975,205070,89959.0
15/02/21 10:59,423009,0.34331726,0.719872521,0.283694188,97849,205052,89865.2
15/02/21 11:59,420964,0.333125285,0.671749292,0.290080477,97721,205035,89196.7
15/02/21 12:59,417021,0.322774997,0.669454674,0.278120698,97328,205017,88217.3
15/02/21 13:59,401811,0.314248021,0.641664306,0.243992006,86157,205000,84620.3
15/02/21 14:59,406842,0.310950778,0.581048159,0.181870822,97282,204982,85556.4
15/02/21 15:59,403991,0.309263944,0.510424929,0.109326139,102058,204965,85156.5
15/02/21 16:59,407095,0.314122464,0.443307365,0.047463979,110725,204947,86427.5
15/02/21 17:59,416646,0.332743154,0.424567989,0.013996247,117408,204929,89414.8
15/02/21 18:59,414738,0.33818033,0.346104816,0.002652766,116445,204912,88112.8
15/02/21 19:59,401297,0.336411609,0.27509915,0.001679192,108836,204894,84998.9
15/02/21 20:59,382284,0.328053862,0.244631728,0.001304054,97076,204877,80328.6
15/02/21 21:59,367742,0.318440543,0.201798867,0.000643095,91770,204860,77420.2
15/02/21 22:59,352330,0.298700755,0.238895184,0.000250093,86498,204842,73872.2
15/02/21 23:59,340340,0.28641252,0.256423513,0.000241161,85584,204825,71371.8
16/02/21 00:59,334152,0.266874716,0.245077904,0.000133978,85665,204807,69926.8
16/02/21 01:59,331901,0.258527886,0.231820114,0.000116114,86103,204790,69400.5
16/02/21 02:59,327375,0.251190975,0.299511331,0.000116114,84876,204772,68361.2
16/02/21 03:59,325964,0.246343372,0.294029745,0.000160774,83927,204755,68075.8
16/02/21 04:59,333091,0.248958239,0.347825779,0.000116114,85862,204737,69755.1
16/02/21 05:59,353376,0.25861523,0.292117564,0.000660959,91955,204720,74429.4
16/02/21 06:59,381641,0.264827587,0.456501416,0.013308493,99934,204702,81424.6
16/02/21 07:59,398934,0.25955964,0.502521247,0.055645576,108972,204685,85575.1
16/02/21 08:59,406173,0.250601401,0.505580737,0.125510695,109177,204667,87145.7
16/02/21 09:59,407546,0.239814393,0.582131728,0.194580878,104619,204650,86527.8
16/02/21 10:59,406856,0.230288418,0.632868272,0.250673048,100364,204633,86255.0
16/02/21 11:59,405315,0.223497407,0.620566573,0.280451916,98401,204615,85962.9
16/02/21 12:59,401849,0.225031389,0.635927762,0.282390134,94964,204598,85106.8
16/02/21 13:59,395344,0.227449732,0.654412181,0.247895236,91093,204580,83091.2
16/02/21 14:59,391817,0.233454645,0.659320114,0.184407475,93764,204563,81893.0
16/02/21 15:59,390351,0.240016377,0.653647309,0.114247603,96897,204545,81909.3
16/02/21 16:59,394239,0.243111637,0.669645893,0.047285342,103488,204528,83416.5
16/02/21 17:59,404551,0.254706578,0.677804532,0.011298821,112838,204511,86144.3
16/02/21 18:59,403486,0.269265763,0.651543909,0.00252772,111556,204493,84340.7
16/02/21 19:59,390385,0.278447821,0.651033995,0.002063263,103524,204476,81721.8
16/02/21 20:59,373898,0.286652716,0.626621813,0.001866762,95501,204458,78569.8
16/02/21 21:59,358869,0.291074515,0.588441927,0.001089689,89934,204441,75343.6
16/02/21 22:59,345192,0.294846692,0.536303116,0.000419798,86759,204424,72144.2
16/02/21 23:59,333311,0.297144937,0.579645893,0.00042873,84636,204406,69585.5
17/02/21 00:59,331403,0.300928032,0.650077904,0.000419798,85916,204389,69140.2
17/02/21 01:59,328262,0.30265308,0.692974504,0.000348343,84223,204371,68387.9
17/02/21 02:59,325261,0.302587572,0.663144476,0.000196502,82314,204354,67579.7
17/02/21 03:59,326088,0.303597489,0.619036827,0.000196502,82168,204337,67796.6
17/02/21 04:59,329304,0.302571194,0.578243626,0.000205433,81490,204319,68511.5
17/02/21 05:59,351357,0.305983077,0.595771955,0.001089689,89469,204302,73245.9
17/02/21 06:59,378697,0.309051041,0.544844192,0.014719729,99862,204285,79904.0
17/02/21 07:59,396910,0.301910654,0.569001416,0.053153583,106629,204267,84456.1
17/02/21 08:59,405609,0.289622418,0.512974504,0.135282166,107384,204250,86409.2
17/02/21 09:59,406346,0.284065144,0.550325779,0.219474012,101022,204233,86129.5
17/02/21 10:59,404821,0.281302884,0.593923513,0.286829275,96861,204215,85387.3
17/02/21 11:59,401499,0.284278046,0.652372521,0.31720658,91022,204198,84212.3
17/02/21 12:59,397716,0.285986716,0.674681303,0.314223333,88408,204181,83199.8
17/02/21 13:59,392562,0.273742152,0.683859774,0.279013885,88599,204163,82240.4
17/02/21 14:59,388966,0.257610773,0.671813032,0.219545467,91024,204146,81561.3
17/02/21 15:59,385558,0.236375216,0.668626062,0.139310441,97481,204129,81496.1
17/02/21 16:59,388713,0.227706305,0.701451842,0.052412237,106134,204111,82793.0
17/02/21 17:59,397505,0.236233282,0.706041077,0.011986575,115016,204094,85601.8
17/02/21 18:59,400892,0.253565645,0.706614731,0.001446963,116010,204077,85819.3
17/02/21 19:59,386584,0.266547175,0.704320114,0.000598435,104162,204059,82042.4
17/02/21 20:59,369776,0.27248658,0.688002833,0.000562708,95282,204042,77714.2
17/02/21 21:59,352139,0.271367483,0.684560906,0.000553776,87419,204025,73946.2
17/02/21 22:59,338066,0.268861796,0.68832153,0.000410866,82388,204008,70798.4
17/02/21 23:59,328966,0.26668911,0.689660057,0.000133978,82105,203990,68696.3
18/02/21 00:59,324162,0.26496952,0.711140226,0.000133978,81991,203973,67604.9
18/02/21 01:59,321826,0.265499045,0.716366856,0.000133978,82072,203956,66984.3
18/02/21 02:59,322493,0.263970521,0.717131728,0.000107183,83493,203938,67100.1
18/02/21 03:59,323705,0.263539259,0.721211048,0.000107183,83801,203921,67269.7
18/02/21 04:59,330619,0.264614684,0.716303116,0.000107183,84480,203904,68882.5
18/02/21 05:59,353271,0.269959057,0.730325779,0.000598435,92281,203887,74044.7
18/02/21 06:59,375168,0.276051315,0.739376771,0.011477458,99694,203869,79836.6
18/02/21 07:59,391913,0.279637886,0.724398017,0.065184818,106765,203852,83554.6
18/02/21 08:59,399303,0.275822036,0.725354107,0.165293263,104159,203835,84881.3
18/02/21 09:59,400600,0.263954145,0.740842776,0.257836412,99454,203818,84420.4
18/02/21 10:59,399205,0.255623693,0.758052408,0.332238923,94691,203800,83907.1
18/02/21 11:59,394919,0.256158675,0.756267705,0.359525798,89945,203783,82738.5
18/02/21 12:59,392097,0.268141207,0.767868272,0.346083328,88450,203766,81993.5
18/02/21 13:59,389345,0.287329633,0.767677054,0.295278827,86804,203749,81424.0
18/02/21 14:59,386612,0.306780093,0.764362607,0.215356418,88471,203731,80771.3
18/02/21 15:59,385272,0.322092621,0.754546742,0.122045129,91906,203714,80562.9
18/02/21 16:59,389087,0.348798108,0.722677054,0.042739018,97265,203697,81706.6
18/02/21 17:59,398166,0.359535984,0.743392351,0.00981613,104275,203680,84178.9
18/02/21 18:59,399002,0.362822309,0.656260623,0.002197241,107227,203663,84009.3
18/02/21 19:59,385204,0.363859521,0.685963173,0.001723851,98109,203645,81104.1
18/02/21 20:59,368082,0.372610318,0.64529745,0.001670261,88992,203628,76924.1
18/02/21 21:59,352756,0.365770175,0.620120397,0.001598806,82333,203611,73883.3
18/02/21 22:59,338877,0.359235738,0.649121813,0.000125046,77860,203594,70600.1
18/02/21 23:59,330577,0.352286416,0.672322946,0.000107183,77801,203577,68662.8
19/02/21 00:59,326349,0.336231462,0.685389518,0.000107183,78243,203559,67779.0
19/02/21 01:59,325078,0.328206714,0.658427762,0.000116114,79117,203542,67611.9
19/02/21 02:59,323846,0.320776999,0.637330028,0.000116114,80721,203525,67190.1
19/02/21 03:59,322858,0.31519243,0.62394476,0.000116114,80555,203508,67031.7
19/02/21 04:59,326251,0.303766718,0.608264872,0.000116114,80307,203491,67895.4
19/02/21 05:59,348812,0.29978164,0.581876771,0.000803869,89318,203474,72951.1
19/02/21 06:59,372165,0.29325812,0.563774788,0.01372829,100003,203456,78842.7
19/02/21 07:59,381887,0.283928669,0.605396601,0.059432691,105367,203439,81286.3
19/02/21 08:59,388085,0.257943772,0.638286119,0.161720513,104308,203422,82396.0
19/02/21 09:59,394899,0.241643163,0.658172804,0.273913785,99701,203405,83371.8
19/02/21 10:59,392266,0.239306705,0.611388102,0.348084068,93259,203388,82375.9
19/02/21 11:59,391121,0.236358839,0.641983003,0.380747931,91418,203371,82011.5
19/02/21 12:59,380621,0.232106269,0.658236544,0.383248857,87191,203354,79581.2
19/02/21 13:59,385558,0.227144027,0.64325779,0.35500627,91845,203336,80630.3
19/02/21 14:59,380821,0.215560004,0.658236544,0.276209276,93537,203319,80166.1
19/02/21 15:59,367776,0.206994814,0.689213881,0.156343525,95757,203302,77955.0
19/02/21 16:59,376326,0.210575926,0.686409349,0.051501186,106073,203285,80116.2
19/02/21 17:59,383185,0.228721682,0.718087819,0.009521377,112008,203268,81748.7
19/02/21 18:59,374817,0.251425712,0.719298867,0.002027536,105803,203251,79576.4
19/02/21 19:59,368871,0.272382859,0.732811614,0.001205803,97966,203234,77578.7
19/02/21 20:59,351243,0.280123737,0.71286119,0.000839597,90168,203217,73625.0
19/02/21 21:59,335815,0.282127195,0.713116148,0.000553776,83166,203200,70405.9
19/02/21 22:59,314065,0.280069148,0.741033995,0.000410866,75199,203182,65544.9
19/02/21 23:59,304145,0.283950505,0.729815864,5.36E-05,72344,203165,63331.2
20/02/21 00:59,292180,0.276204167,0.711713881,4.46E-05,69181,203148,60722.8
20/02/21 01:59,292203,0.27657538,0.708016997,4.46E-05,71200,203131,60645.0
20/02/21 02:59,293496,0.276116823,0.701961756,4.46E-05,73609,203114,60829.4
20/02/21 03:59,293711,0.282798653,0.700368272,4.46E-05,73343,203097,60874.0
20/02/21 04:59,286926,0.282105359,0.737082153,4.46E-05,70080,203080,59317.2
20/02/21 05:59,299600,0.298373215,0.729752125,0.000848528,73127,203063,62122.2
20/02/21 06:59,303096,0.30464016,0.745878187,0.011459595,75717,203046,62948.9
20/02/21 07:59,324134,0.318664362,0.753016997,0.070901217,82183,203029,67454.1
20/02/21 08:59,336699,0.313068875,0.750084986,0.18991844,81814,203012,70145.6
20/02/21 09:59,340219,0.295900282,0.729114731,0.309319735,78002,202995,70277.9
20/02/21 10:59,346204,0.279223,0.695205383,0.39565523,79186,202978,71298.5
20/02/21 11:59,336144,0.267578928,0.677740793,0.435223432,74817,202961,69165.4
20/02/21 12:59,343757,0.275243381,0.671239377,0.430623517,79891,202944,70217.5
20/02/21 13:59,339416,0.27729051,0.664737961,0.378086234,82108,202927,69090.2
20/02/21 14:59,322110,0.273168957,0.698392351,0.282836727,77745,202910,66025.1
20/02/21 15:59,314599,0.276586298,0.689277621,0.154887629,78907,202892,65158.7
20/02/21 16:59,327035,0.302549359,0.688576487,0.041015166,87905,202875,68132.3
20/02/21 17:59,344356,0.346980256,0.717896601,0.004742825,95531,202858,72158.8
20/02/21 18:59,346276,0.377610773,0.733512748,0.000553776,92792,202841,72367.0
20/02/21 19:59,332895,0.386099536,0.71286119,0.000509117,82556,202824,69891.9
20/02/21 20:59,322717,0.388910927,0.729943343,0.000491253,76940,202807,66953.7
20/02/21 21:59,314397,0.379898098,0.731664306,0.000125046,73941,202790,65492.6
20/02/21 22:59,305301,0.374379037,0.771820114,2.68E-05,68846,202773,62981.8
20/02/21 23:59,295407,0.365491766,0.763406516,2.68E-05,66439,202756,60232.4
21/02/21 00:59,288635,0.35364571,0.754610482,2.68E-05,65974,202739,58722.3
21/02/21 01:59,286361,0.338496953,0.756076487,2.68E-05,67603,202722,58627.1
21/02/21 02:59,284569,0.327011191,0.747981587,2.68E-05,68787,202706,57689.1
21/02/21 03:59,281801,0.314772087,0.739313032,2.68E-05,67717,202689,57055.1
21/02/21 04:59,278926,0.306201437,0.740141643,2.68E-05,66123,202672,56860.4
21/02/21 05:59,280994,0.310273861,0.703746459,0.000687754,67286,202655,57294.9
21/02/21 06:59,278729,0.310956237,0.69036119,0.011566777,65730,202638,57411.3
21/02/21 07:59,293554,0.30458557,0.629617564,0.072124884,69832,202621,60611.6
21/02/21 08:59,304563,0.274511874,0.567854107,0.186452873,72498,202604,63094.4
21/02/21 09:59,311809,0.236921117,0.487032578,0.296261334,74671,202587,64386.8
21/02/21 10:59,314982,0.210674188,0.445601983,0.376040834,74667,202570,65084.3
21/02/21 11:59,316361,0.196982987,0.383902267,0.413706547,76253,202553,65409.8
21/02/21 12:59,313500,0.19032845,0.305375354,0.412607927,78334,202536,64338.7
21/02/21 13:59,299622,0.188696206,0.211296034,0.36415251,74374,202519,61508.9
21/02/21 14:59,296508,0.192992449,0.167953258,0.277450807,75064,202502,61458.2
21/02/21 15:59,293836,0.196497134,0.139206799,0.151180902,79145,202485,61412.2
21/02/21 16:59,302049,0.210270221,0.110396601,0.037004755,87355,202468,63961.6
21/02/21 17:59,321719,0.232078973,0.107273372,0.00457312,99031,202451,68309.9
21/02/21 18:59,329521,0.248101174,0.109121813,0.00014291,102812,202434,69858.9
21/02/21 19:59,321682,0.257774543,0.097712465,2.68E-05,94620,202418,67730.4
21/02/21 20:59,312925,0.261301064,0.110651558,2.68E-05,88425,202401,65324.7
21/02/21 21:59,302911,0.255236102,0.15029745,2.68E-05,82622,202384,63361.9
21/02/21 22:59,286853,0.248636157,0.169546742,3.57E-05,75246,202367,59800.9
21/02/21 23:59,283981,0.250907106,0.162407932,3.57E-05,72045,202350,59165.2
22/02/21 00:59,281225,0.246834683,0.154631728,3.57E-05,71721,202333,58552.6
22/02/21 01:59,284515,0.238302248,0.214737961,3.57E-05,75671,202316,59151.3
22/02/21 02:59,285375,0.230293877,0.261586402,3.57E-05,76067,202299,59315.3
22/02/21 03:59,285660,0.221532162,0.288611898,3.57E-05,74434,202282,59340.7
22/02/21 04:59,292896,0.222552998,0.291416431,3.57E-05,74764,202266,60974.9
22/02/21 05:59,320660,0.224043308,0.346359774,0.001000371,86284,202249,67471.1
22/02/21 06:59,351695,0.224687471,0.381671388,0.017318903,98624,202232,74658.0
22/02/21 07:59,361767,0.212988809,0.360127479,0.08111035,102333,202215,76889.1
22/02/21 08:59,368961,0.196562642,0.419405099,0.190632991,97718,202198,78090.3
22/02/21 09:59,377997,0.178236739,0.533689802,0.288097601,94810,202181,79161.7
22/02/21 10:59,377218,0.158338641,0.529865439,0.368439809,90811,202164,78742.1
22/02/21 11:59,374461,0.149238468,0.542932011,0.410491073,88866,202148,78102.2
22/02/21 12:59,371507,0.148556092,0.513293201,0.406578911,87919,202131,77445.7
