x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18
8.129722729391087e-11;8.129722728890808e-11;8.129722728890808e-11;8.129722728890808e-11;8.129722728890808e-11;8.129722728885514e-11;8.129722728890808e-11;8.129722728890808e-11;8.129722728885514e-11;8.129722728886838e-11;8.129722728886838e-11;8.129722729360647e-11;8.129722729359323e-11;8.129722729360647e-11;8.129722729358e-11;8.129722729319619e-11;8.129722729316972e-11;8.129722729316972e-11
