x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18
6.065757330194205;7.768130037732572;4.675357416001843;6.102164201651407;7.721282114505319;4.653020373600451;6.163658616967705;7.662917696786637;4.621787557307333;6.175298255255174;7.657438854965556;4.619281377693292;6.178345575765635;7.652136991306078;4.613521550271637;6.138752866855126;7.683105008152715;4.632165228058527
