x1;x2;x3;x4;x5;x6;x7;x8
-0.012326143677635654;-0.010791746546236203;-0.01125319636655034;-0.012793130131459877;-0.011105846175207053;-0.00980145850129731;-0.012026513903544363;-0.010630185364528378
-0.011754774109475116;-0.010537346630382098;-0.011081357284530259;-0.012550094525805362;-0.010719846425697187;-0.009514432523593762;-0.011348152206685868;-0.010070400704943168
-0.011468189283436707;-0.010452096672971471;-0.01095351937664172;-0.012130844992355335;-0.010589696485479012;-0.00935175725787175;-0.0110252074575797;-0.009793315836442237
-0.011311164440611622;-0.010484096667797066;-0.01088821306989353;-0.012056195146604292;-0.010585496380485185;-0.009299278407809333;-0.010818501766150134;-0.009655270901132135
-0.011353899497189708;-0.010904696416831117;-0.011006877628374368;-0.012307495025011338;-0.01098264611509087;-0.009293222598774494;-0.010818489183132466;-0.00976595576965464
-0.011835779279245;-0.011805396176719638;-0.011495132747358123;-0.013911643266189369;-0.012384338276936968;-0.0094386420439749;-0.010811884222467164;-0.010109455560873082
-0.013164488402972602;-0.012854487972368853;-0.012381330473549827;-0.01509099211744238;-0.014039495744016542;-0.009962293921920416;-0.011080294218281096;-0.0110843198356913
-0.014964269339929386;-0.013181295514202733;-0.012438797493824452;-0.015274441958254165;-0.014456096927764478;-0.010425053662334493;-0.011708761798650923;-0.012380878730707477
-0.01627748435414147;-0.01249524901857859;-0.011693372362191808;-0.015228697707125094;-0.013394894741115763;-0.009972677383549768;-0.012595025345847888;-0.013429418286676278
-0.016877502278736658;-0.01114623088759524;-0.010633332548965478;-0.013238497223387276;-0.011987577401489632;-0.008960386856759255;-0.01346644523958866;-0.013897637708371928
-0.016615779844928538;-0.010101985493792839;-0.009918146553477412;-0.013385092021309254;-0.011159489993157901;-0.00811687630361032;-0.014002505883304168;-0.01320589815259809
-0.016572416527726723;-0.009582140280701307;-0.009566530500736985;-0.012930410109777133;-0.0108892191068198;-0.007742316569114772;-0.014215707482624278;-0.012555518831217919
-0.01625027697248827;-0.009338104412877468;-0.009561245317892394;-0.011995545763840158;-0.0112363206336363;-0.00744218918158199;-0.01478795697907714;-0.012601783858437614
-0.016024091978781987;-0.00916780294705572;-0.009902255129467026;-0.012166683152028006;-0.011577896618244272;-0.007719821266439161;-0.01469570327013551;-0.012739959015459039
-0.015624994337194205;-0.009406373212875123;-0.010313594861306128;-0.012631464944091586;-0.012368716063766643;-0.008685636430703553;-0.014751425114623486;-0.013302808701390195
-0.015675301297896033;-0.010092460983078366;-0.010916069572915016;-0.011950667974469415;-0.013197159449053388;-0.0100724154628785;-0.014835446884741166;-0.013857523414457486
-0.015991558263152718;-0.0112874922064944;-0.012114718838379966;-0.01297565657638326;-0.014892982014808855;-0.011950884854314944;-0.01537652135146845;-0.014666943003838381
-0.01683289191007413;-0.01213008435226284;-0.012786728338875926;-0.01381887469072774;-0.016129273093514248;-0.012962925985772845;-0.016519984660130965;-0.01576511240447035
-0.016772299852202903;-0.013122728496641029;-0.013620651852408428;-0.016591840226576123;-0.018771780818424885;-0.013190256945966624;-0.01633531713465091;-0.015270782601488226
-0.016076820945139774;-0.01382301115890867;-0.014129261308068491;-0.017655565474085047;-0.016305242627860553;-0.012545552255968807;-0.015614929920430315;-0.014556327997551927
-0.015211823588422367;-0.0136831952843845;-0.01423559986967424;-0.016887041150897356;-0.013996114725479578;-0.01183225860174475;-0.014724724586038497;-0.013826498403983619
-0.014214167820177728;-0.01293029558416034;-0.01370229541082551;-0.015464392685935135;-0.013101906690868154;-0.011221066573199216;-0.014140639975307196;-0.013061413870999565
-0.013273116641612685;-0.01215559596036878;-0.012859895838924515;-0.014725293104246404;-0.012426907659499374;-0.010590728079425363;-0.013331031431773936;-0.012272349346160458
-0.012473054780372504;-0.011437696221440407;-0.011974746133232243;-0.01379769367078252;-0.011843680505502297;-0.01014982736100277;-0.012345604325434058;-0.011547769772950668
