x1;x2;x3;x4;x5;x6;x7;x8
0.002331446706473477;0.002100243460777866;0.0018979084735534807;0.002240571744043233;0.002069995098770695;0.002105782255566029;0.002218550307251432;0.002380999672552662
0.002241491819874245;0.002034154663392272;0.0018581027117188847;0.002172948194876854;0.001949219340512851;0.0020515335767110894;0.002121151759981512;0.002283979186360147
0.0021848377121724666;0.002012575629994025;0.0018091073952490218;0.0021443093742601503;0.001907160136213356;0.0020523935141762706;0.002095349094226553;0.0022139234049973174
0.0021398998112652323;0.0020105437827544286;0.0017973365544930765;0.0021523008639112097;0.001901874807618116;0.0020740983699033154;0.0020852566118552307;0.0021717305709183796
0.0021578431582328595;0.0021058970690806646;0.001780184320328501;0.002205064422869757;0.0019054515241253732;0.0021627557610443353;0.002093316619776757;0.0021896982720182095
0.0022678664586245224;0.0023619152699151527;0.0018198686398614296;0.002346364180065927;0.0019378721052845287;0.0024639166005070655;0.002192698048479905;0.0023081190357993344
0.0025582211083859346;0.0026995283327970886;0.001862731639972721;0.0025791969337977546;0.0020088649461182297;0.0029036754099220513;0.0025031236754207843;0.0025929219728731724
0.0029875752047794015;0.002907760652201389;0.001954622787259445;0.002774951158736311;0.002157935150004565;0.0030891602518724236;0.0028747629208037587;0.003009093599607291
0.0032552103611853643;0.002981738562911171;0.0020466084293279336;0.0028557764161037417;0.002308545797055269;0.003103682502300078;0.0030474820322376577;0.003309601230150659
0.0033395350867402094;0.0029055737919651474;0.0020918017378594397;0.0028533904585479938;0.002450013025252551;0.002946042866518469;0.003124858631120553;0.003434163728195406
0.003333881872227803;0.0028834929948885137;0.0020783524219725033;0.002836172528812515;0.00253029623928398;0.0027484789576773137;0.0030551453015244053;0.0034131128480467316
0.003300257340226889;0.002815063453759721;0.0020677886019127506;0.0027776452471143394;0.0025962277741945466;0.0026730611094270707;0.0030499243140200086;0.0033747225445199193
0.00320968818081273;0.002826757836887054;0.002053728163889403;0.0027277837781823026;0.0025821252829716164;0.002668348202925419;0.003068460687974256;0.003328870541965866
0.0032063699240515433;0.002799624731593715;0.002048288895758291;0.0026425541074514827;0.0025245901594430978;0.002661512770972183;0.0030932074702000687;0.0032764002981686764
0.003194281597549732;0.002766954896637361;0.0020512925330440136;0.0026357194342544014;0.0024540517564393227;0.0027069170796700792;0.0031216847113474146;0.0032269127724150254
0.0032177257768892823;0.0028018408321384154;0.0021289938886458848;0.002667705776903639;0.0024285262105110156;0.0028097485301528165;0.0031596940800422903;0.0031930199560163863
0.0032898453989234984;0.002874277722904278;0.002286676037271036;0.002745100939841211;0.002559482705660127;0.0029837965677674766;0.0032099849919277846;0.0032545795584696417
0.0034739886233569315;0.0028216689355891997;0.0023702205000999976;0.002726079431482866;0.0026877143462479013;0.0029877105651477985;0.003368886848134692;0.003400031909855366
0.0033712247407253993;0.0027509951323484447;0.002372560287848799;0.00272964784057167;0.00272552004429606;0.0031546497413930557;0.003297719687837005;0.0032405058726842997
0.0032292583892741178;0.0027306925702582857;0.0023890336548119846;0.002702977373668251;0.002780580244887073;0.0030235407524868488;0.003185570360470133;0.0030860506547479927
0.0030518884124424816;0.002671353424354212;0.0024204424775487597;0.002659976026422883;0.002566745441645942;0.002822259885598077;0.003002997536608538;0.002949185003879852
0.002880012713330782;0.0024931285364446026;0.0023726255269491065;0.002629542469286351;0.0024326063033138358;0.0025888697094239976;0.0027848448675192516;0.0027909858875712944
0.0026659418305927103;0.002338116570287451;0.0022480275581067887;0.002486670741025657;0.002260725518340679;0.0023863916678852834;0.002584022460736754;0.002612511149540123
0.0024685500738852745;0.0021733447308151916;0.0021375445608472748;0.0023097041445540537;0.002088192304634397;0.002223505660536136;0.00240719292738179;0.0024726368705782153
