x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18
0.0033302118827216484;0.0033302198755467524;0.0033301547536941432;0.003134634226598156;0.0031346130200913674;0.0031346342503582995;0.003279082584901686;0.0032790710931086056;0.0032790601505037027;2626.8822853245874;2627.407343060495;2626.7617638369325;2793.6911357408335;2796.543197610039;2793.6921164527175;5183.659096774538;5198.756355474639;5199.1368133523065
