x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18
-7.682683514409444e-10;-7.684735343865404e-10;-7.681743871573669e-10;-7.682213904826358e-10;-7.684590513315828e-10;-7.681682069485381e-10;-7.682187020144186e-10;-7.683542602208081e-10;-7.681671075117799e-10;-7.682460283118902e-10;-7.685060319344047e-10;-7.681729948264367e-10;-7.682196817460252e-10;-7.683853097476758e-10;-7.681700121811249e-10;-7.682931960875057e-10;-7.684986256047287e-10;-7.68196109270836e-10
