x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18
9856.47060794102;15445.023340922105;9655.804627566764;8920.887510973253;9741.705994870441;3401.7401384087775;9692.922360583712;11679.882706764492;4007.5046356629205;12878.687531446909;24178.777864944397;10629.00720511919;3013.6779713681894;6956.363149534629;2945.3558351418815;7580.99066793453;7673.47887782564;6999.085469677269
