x1;x2;x3;x4;x5;x6;x7;x8
-0.10328131706949781;-0.11881399070871143;-0.10023916111607514;-0.10558731056115604;-0.09233652595024083;-0.10215448888016597;-0.09859812046011329;-0.10831602195150784
-0.09842839317108783;-0.1134345581420887;-0.09744717824804558;-0.10242465600284938;-0.0888503239390817;-0.0992390099512888;-0.09526740958189861;-0.10289037650065887
-0.09638798337772653;-0.11083660566036593;-0.09605422185715795;-0.10046020713227222;-0.08758777941610578;-0.09880226940443736;-0.09321033609423912;-0.10030608426830943
-0.09542938986501141;-0.1096461140680997;-0.09650671778184593;-0.1002161935909806;-0.08669626674288834;-0.09970731217624695;-0.09175261162901424;-0.09926046875183353
-0.0963346661349945;-0.1103661242325682;-0.10093666238589194;-0.10151216015059802;-0.08768927899574311;-0.1049159342397589;-0.09217007307220691;-0.09973667546815218
-0.1014870695202526;-0.11526960084048463;-0.11188157918203433;-0.1094430743769643;-0.09060998218504306;-0.11915399755003395;-0.09366754395536638;-0.1042315873116754
-0.11460949333995304;-0.13058894508264435;-0.1282044278024679;-0.12305492695119648;-0.09443137828011183;-0.13987407286708634;-0.09753492134323674;-0.11852295363489329
-0.13245574571220742;-0.15500670915740816;-0.14176629073399777;-0.13414320564838364;-0.10068855311156047;-0.15226480966257958;-0.10273032126304371;-0.13647101605462802
-0.14758361097964218;-0.16892759035623087;-0.14786865347116737;-0.13840296700676427;-0.11472379018456344;-0.15615573640031805;-0.10890935725249845;-0.13766809506597724
-0.15464821123873618;-0.17232127742631026;-0.14913852321149226;-0.13894172356861154;-0.11541902963025938;-0.15570428750799298;-0.11453512604714278;-0.15550346616004718
-0.15709113059561805;-0.17092718936384413;-0.1490314289045577;-0.13888060534482263;-0.11550236681466666;-0.15376667509277506;-0.11648920791440684;-0.15535067047153678
-0.1566717641488593;-0.16800173301322108;-0.14621059740611445;-0.1355935898966762;-0.1146306645566039;-0.15090614106970623;-0.11693081826502116;-0.15341914559637798
-0.15560723517870917;-0.16407924627494422;-0.14654116956251653;-0.1354497767344537;-0.11485640098186072;-0.14709385003055997;-0.11752051220210291;-0.15009820033986107
-0.15639787319856976;-0.1638014975222545;-0.14473991295322824;-0.13412168513915335;-0.11238626817828323;-0.145377756601374;-0.11665482553801759;-0.15110920672576586
-0.15625259120331206;-0.16352378298354378;-0.14244351941170263;-0.13327821728619718;-0.11059746295260793;-0.14536368778784042;-0.11649094349436354;-0.15260169116746874
-0.1568939779846933;-0.16403415996767767;-0.14240409999882978;-0.13347199609139318;-0.11087849989670265;-0.14674024859669904;-0.11777380803325402;-0.15433520510539273
-0.1612715899861137;-0.1666593374677111;-0.14553259391492057;-0.1357088344889697;-0.1151059921614999;-0.15223946888941559;-0.12199545978045916;-0.1581727817755829
-0.17286700933318158;-0.16008087228695744;-0.1416919277698172;-0.13321229810183308;-0.11735894402010957;-0.14792009641195883;-0.13569537362153603;-0.16793384828721813
-0.165129300021137;-0.17501650665107374;-0.13845144740657184;-0.13129750421736952;-0.11677999894460832;-0.1510107436558857;-0.1292462343938582;-0.13899496180796975
-0.15871199663892063;-0.1696466258552627;-0.13551914009056015;-0.12786015358764993;-0.11886666933854179;-0.14765198010068303;-0.12376699773966736;-0.1424299595346129
-0.1509901724103498;-0.16071274706801153;-0.13486788518155865;-0.11276725288419612;-0.10830548515915622;-0.13745639592085712;-0.1229137193612156;-0.12118931296436976
-0.1416737411532779;-0.149390341422401;-0.1267438702730881;-0.11294358650227358;-0.10337732071165794;-0.12624101601170312;-0.11165416389010253;-0.11552959378464468
-0.13191235437197224;-0.1374878748789918;-0.11738939895154529;-0.10855632150675662;-0.09778293756682148;-0.11707654973127918;-0.11015474123073529;-0.11447536234106681
-0.12213763904964904;-0.12754129610533751;-0.107956142616577;-0.10360713623682644;-0.10018859434857774;-0.10732066106761559;-0.10679332645416399;-0.10587650471665147
